id,mold,eside,eback,efront,ematerial,ebathtype,elength,m1,m2,m3,m4,m5,m6,m7,m8,backA,backB,backC,backD,backK,back-cx,back-cy,back-cz,frontA,frontB,frontC,frontD,frontK,front-cx,front-cy,front-cz,bottomA,bottomB,bottomC,bottomD,bottomK,bottom-cx,bottom-cy,bottom-cz,topA,topB,topC,topD,topK,top-cx,top-cy,top-cz,rightA,rightB,rightC,rightD,rightK,right-cx,right-cy,right-cz,leftA,leftB,leftC,leftD,leftK,left-cx,left-cy,left-cz
1849,329,0,4,4,1,0,2,0,0,0,0,0,0,0,0,0.990444,0.137796,0.0057895,-0.637646,0.0311459,0.643991,-0.0015066,0.00300937,0.996357,-0.0851409,0.00487171,0.623512,0.0318465,-0.62541,0.0036876,-0.0135999,-0.0144231,-0.999878,-0.00608341,0.156622,0.000371309,0.00483138,0.156592,-0.00334264,0.00240684,-0.999984,-0.00508687,-0.155507,1.70158e-05,-0.00932397,-0.155415,-0.0228875,-0.0119842,0.13525,0.990739,-0.264514,0.00372528,-0.001032,-0.000303408,0.267016,-0.0177587,-0.159265,0.987076,0.276289,0.00398876,0.00237434,0.00135485,-0.279645,
1850,329,0,4,4,1,0,2,0,0,0,0,0,0,0,0,0.990494,0.137553,-0.000693875,-0.644063,0.0310441,0.650691,-0.00322462,-0.000255147,0.994316,-0.10612,0.00862097,0.62806,0.0317263,-0.631216,0.00289427,-0.0144714,-0.0157396,-0.999868,-0.00411733,0.155751,0.000391189,0.00819214,0.155672,-0.00699997,0.00242866,-0.999983,-0.00529247,-0.156222,2.95076e-05,-0.0141112,-0.156174,-0.0160044,-0.0102814,0.135457,0.99073,-0.26468,0.00374961,0.00420906,-0.000965328,0.267332,-0.0180204,-0.156471,0.987518,0.276452,0.00387299,0.00113904,0.00161565,-0.279669,
1851,397,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0.870264,0.49251,0.00861299,-0.534395,0.00219584,0.619115,-0.00908672,0.00895218,0.985978,-0.16652,0.0109153,0.633371,0.00448033,-0.640459,0.0108137,-0.0083871,-0.0387811,-0.999247,-0.0011716,0.189749,0.000166776,-0.0131832,0.190406,-0.00164747,-0.000868391,-0.999995,-0.00306166,-0.179388,2.7947e-05,-0.10957,-0.179317,0.00773255,-0.066556,0.151373,0.986234,-0.278637,0.000892284,-0.0298851,-0.00326452,0.281011,0.0307802,-0.144459,0.989032,0.275669,0.00077906,-0.0292222,-0.00316879,-0.27828,
1852,387,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.974981,0.222231,0.00513018,-0.642916,0.0165459,0.661286,-0.00848455,0.0118716,0.996825,-0.079619,-0.000602586,0.651386,0.0219599,-0.653276,0.00228086,0.00446414,-0.0223887,-0.999741,0.00410225,0.153373,0.000799682,-0.00420017,0.153527,0.00493445,0.00113413,-0.999999,-0.000944805,-0.156314,1.8543e-05,-0.00328846,-0.15632,0.00241252,-0.0086659,0.101271,0.994821,-0.28264,0.00266329,-0.0113966,-0.00544737,0.284566,-0.00893814,-0.10918,0.993982,0.268006,0.00292845,-0.0156723,-0.00462597,-0.270277,
1853,387,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.988668,0.14991,0.00786881,0.0158823,0.00526275,0.01948,-0.193966,-0.77066,0.944726,0.327246,0.0200775,0.613869,0.0375224,-0.599264,-0.122242,-0.384765,0.077132,-0.974926,0.208735,0.19125,0.00935994,-0.338646,0.113517,-0.260902,0.0320903,-0.997529,0.0624983,-0.0951888,0.0545191,-0.308303,-0.137975,-0.520835,-0.129154,0.446425,0.885451,-0.321204,0.0153739,-0.413293,0.081139,0.261566,-0.0704579,0.146429,0.986709,1.01049,0.0509947,-0.263175,-0.236042,-1.00787,
1854,536,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0.98817,0.153289,0.00476971,-0.656897,0.0268617,0.663874,0.00515314,0.018123,0.993,-0.117756,0.00916745,0.633872,0.0255414,-0.636431,0.0161334,0.000495127,-0.0217085,-0.999752,0.0050522,0.167784,0.000474157,0.0132939,0.167573,0.00712941,0.00221061,-0.999997,0.000286744,-0.141922,1.1523e-05,0.00218208,-0.141913,0.0151489,-0.0137286,0.138816,0.990223,-0.272839,0.00485469,0.00167853,0.0123488,0.273825,-0.0167675,-0.152109,0.988221,0.256377,0.00508535,0.0078128,0.0114586,-0.257537,
1855,536,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0.987973,0.1545,0.00629362,-0.644888,0.0289176,0.651787,0.00543076,0.0160672,0.992537,-0.121807,0.00579636,0.622795,0.0264131,-0.625645,0.0150097,0.00153769,-0.0216605,-0.999764,0.0014379,0.168847,0.000490693,0.0103013,0.168679,0.0107527,0.00158303,-0.999994,-0.0031039,-0.142341,2.30686e-05,-0.00791155,-0.142443,0.0285936,-0.0130229,0.133281,0.990993,-0.273073,0.00490051,0.00133717,0.0121228,0.273942,-0.016181,-0.14609,0.989139,0.256437,0.00539994,0.00599486,0.0114889,-0.257457,
1856,564,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.964268,0.264918,0.0024616,-0.634838,0.0169942,0.658926,-0.00214122,0.00964336,0.997755,-0.066702,0.00601164,0.631063,0.018459,-0.631628,0.0122692,-0.00569874,-0.0344754,-0.999406,-0.000295069,0.164461,0.000233749,0.00808174,0.164279,0.0056968,0.00134023,-0.999998,0.00116607,-0.150531,1.4642e-05,0.0270554,-0.150495,1.30328e-05,-0.00936907,0.171903,0.985069,-0.278071,0.00307894,-0.0119965,0.00500816,0.281298,-0.00692988,-0.14762,0.98902,0.27491,0.00262138,-0.00830845,0.00575563,-0.277162,
1857,564,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.964957,0.262314,0.00703102,-0.636091,0.0178904,0.660545,-0.00541483,0.0162088,0.997787,-0.0663694,0.00411837,0.631856,0.0193209,-0.632519,0.011025,-0.00140465,-0.0344905,-0.999405,-0.000166348,0.164973,0.000216611,0.00609308,0.164861,-6.91735e-05,0.00198869,-0.999998,0.000798703,-0.151077,4.67458e-05,0.00139332,-0.151088,-0.0161634,-0.00814622,0.168005,0.985752,-0.280912,0.00312345,-0.00553993,-0.00197301,0.285263,-0.007746,-0.14369,0.989592,0.277479,0.00243272,-0.0023267,0.00132429,-0.280223,
1858,550,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0.985523,0.169389,0.00726246,-0.651799,0.0244977,0.661562,-0.00144271,0.00821322,0.992276,-0.122886,0.0169413,0.624197,0.025884,-0.627475,0.0105556,-0.0160449,-0.0222221,-0.999751,-0.0020948,0.157072,0.000397771,0.0111335,0.156862,0.000687081,0.000525275,-0.999992,-0.00405319,-0.145045,9.57241e-06,0.0400285,-0.145137,0.0277297,-0.0214153,0.141274,0.989739,-0.261751,0.00507109,0.00729675,0.00528228,0.263868,-0.0245966,-0.144082,0.98926,0.269182,0.00533014,0.0113826,0.00624922,-0.270912,
1859,550,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0.985577,0.169166,0.00462149,-0.658337,0.0245474,0.668127,-0.0011575,0.00907195,0.992046,-0.124676,0.0173458,0.63022,0.0256859,-0.63381,0.00946874,-0.0156205,-0.0230642,-0.999733,-0.0011597,0.156154,0.000391336,0.00930646,0.155985,-0.00281303,0.0012131,-0.999995,-0.00296957,-0.145539,1.43706e-05,-0.00765112,-0.145579,0.0102858,-0.0215065,0.140086,0.989906,-0.262028,0.00513867,0.00173468,0.00409282,0.264159,-0.0224776,-0.144127,0.989304,0.269208,0.0052391,0.0121096,0.00510775,-0.2711,
1860,433,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0.896855,0.44232,-0.00199625,-0.581249,0.0159807,0.653827,-0.0115946,0.00510402,0.993219,-0.116221,-0.00289799,0.61984,0.0105698,-0.622842,0.0105073,6.42384e-05,-0.0388952,-0.999193,-0.00999317,0.195038,0.000484319,-0.010181,0.195519,0.00725914,-0.00321134,-0.999995,-0.000533235,-0.180568,2.49619e-05,0.0760688,-0.180823,0.0178484,-0.00119767,0.121751,0.99256,-0.277752,0.00162394,-0.0018866,-0.00232433,0.280117,-0.0120245,-0.12336,0.992289,0.27245,0.00157051,0.000626413,-0.000810907,-0.27466,
1861,433,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0.896083,0.443769,-0.0102027,-0.57937,0.015971,0.651485,-0.00987289,0.00327816,0.992918,-0.118771,-0.00263974,0.619003,0.0105035,-0.622128,0.0108153,-0.00148337,-0.038427,-0.999192,-0.011758,0.195596,0.000493147,-0.00940305,0.195992,0.0104458,-0.00276607,-0.999996,-0.000199354,-0.180269,2.78115e-05,0.141072,-0.180665,0.0261731,-0.00217014,0.119976,0.992774,-0.278044,0.00164178,-0.00188469,-0.00268346,0.280387,-0.010238,-0.120631,0.992645,0.272946,0.00155707,-0.00242851,-0.00106598,-0.275124,
1862,511,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.945116,0.326718,0.00328057,-0.609369,0.0152133,0.645302,-0.00169674,0.0116952,0.997258,-0.0731725,0.0110957,0.632573,0.0196862,-0.633221,0.0125261,-0.0154952,-0.0313062,-0.99951,0.000115361,0.162626,0.000217156,-0.00921733,0.162994,-0.0025413,0.000540707,-0.999999,0.00155182,-0.14671,4.67377e-05,-0.00838502,-0.146699,0.0100361,-0.028285,0.169947,0.985047,-0.273671,0.00262117,-0.0136211,0.00697898,0.27623,-0.0299416,-0.158713,0.986871,0.280454,0.0026819,-0.0088834,0.00660853,-0.283392,
1863,511,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.998056,-0.0613072,-0.0112332,-0.63266,0.0359782,0.630661,-0.121338,0.375076,-0.171992,-0.966484,-0.190598,0.224304,0.00114646,0.364139,0.102219,0.329917,-0.0438159,-0.991712,-0.120779,-0.0721817,0.0567739,0.339032,-0.153741,0.541736,-0.00592115,-0.0936451,0.995588,-1.01395,0.0233077,0.335415,-0.208959,1.00078,-0.0877314,-0.504348,0.859033,0.285847,0.011318,0.390343,0.0620873,-0.256438,
1864,67,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0.785486,0.617854,-0.0356194,-0.495427,0.00802208,0.632092,-0.00276705,-0.0178936,0.981335,-0.1892,-0.0344287,0.625666,0.00941194,-0.63391,0.0194902,-0.0028909,-0.0345085,-0.999331,-0.0120948,0.167922,0.000120417,-0.0223192,0.168852,-0.00387157,-0.00129503,-0.999999,-0.000556736,-0.147691,2.1106e-05,-0.0299093,-0.147647,-0.00991695,-0.0221093,0.133124,0.990853,-0.252269,0.00182921,-0.0250344,0.00163225,0.25382,0.0424541,-0.153239,0.987277,0.258419,0.00197046,-0.0212028,0.00337247,-0.260314,
1865,67,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0.784838,0.618974,-0.0300071,-0.493749,0.00834681,0.63086,-0.0027143,-0.0102125,0.982368,-0.183454,-0.0360281,0.626258,0.00930122,-0.633825,0.0194136,0.00131916,-0.0342911,-0.999332,-0.0126186,0.167367,0.000129012,-0.0207524,0.168205,-0.00115958,-0.00118617,-0.999999,0.000839569,-0.147597,1.79579e-05,-0.0106333,-0.147565,0.0230613,-0.020558,0.134833,0.990655,-0.250428,0.00206104,-0.0166772,0.00380374,0.251926,0.041905,-0.153592,0.987245,0.257602,0.00195039,-0.0277937,0.00544948,-0.258903,
1866,355,0,4,4,1,0,2,0,0,0,0,0,0,0,0,0.955025,0.296389,-0.00894846,-0.605335,0.0250221,0.631892,0.00632241,0.00134668,0.997546,-0.0699214,-0.00358855,0.627161,0.0361658,-0.62756,0.0161413,0.00354728,-0.0206713,-0.999785,0.00184981,0.170078,0.000363551,-0.00594006,0.170237,1.56404e-05,0.0013352,-0.999999,0.000393707,-0.13951,2.54752e-05,0.0341131,-0.139456,0.0225816,-0.00963256,0.174182,0.984666,-0.273694,0.00507564,-0.0195513,0.0154236,0.275036,-0.00130413,-0.178058,0.984019,0.269238,0.00441219,-0.0156544,0.0137975,-0.271135,
1867,201,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.97255,0.232412,-0.0114905,-0.659458,0.016969,0.676776,0.00538283,-0.000789708,0.993901,-0.110111,-0.00609988,0.640878,0.0219866,-0.643148,0.0152084,-0.00349785,-0.0243195,-0.999698,0.00342074,0.162156,0.000516199,0.011691,0.161921,0.000306344,0.00205248,-0.999996,0.00184794,-0.140358,2.21082e-05,-0.0610979,-0.140555,-0.038518,-0.00159645,0.0938218,0.995588,-0.277014,0.00283608,-0.00219295,0.00881506,0.277408,-0.00243951,-0.1031,0.994668,0.278666,0.00292509,0.00366159,0.00893283,-0.279225,
1868,201,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.97157,0.236701,-0.00488788,-0.656405,0.017585,0.674068,0.00637637,0.00169629,0.994739,-0.102439,0.00109792,0.639803,0.021293,-0.641446,0.0168656,-0.00371338,-0.0226709,-0.999742,0.00104606,0.162551,0.000511388,0.00877541,0.162395,0.00123863,0.00226364,-0.999996,-0.00180153,-0.139428,1.99155e-05,0.0405932,-0.139329,-0.00385896,-0.00220242,0.0885808,0.996067,-0.277701,0.00283367,-0.00108517,0.00794878,0.278088,-0.00150571,-0.107265,0.994229,0.278678,0.00293175,0.00452931,0.0104576,-0.27916,
1869,100,1,4,4,1,0,2,0,0,0,0,0,0,0,0,0.993023,0.117772,-0.00599477,-0.645191,0.0378349,0.650556,-0.00722071,-0.00405983,0.999164,-0.040744,0.00331287,0.637071,0.0358181,-0.637367,0.00481464,-0.0122136,-0.0210839,-0.999773,-0.00307632,0.163844,0.000145771,0.00580902,0.163767,-0.00269767,0.000995014,-0.999995,-0.00311035,-0.160611,1.6041e-05,0.00429563,-0.1606,-0.00224029,-0.00483434,0.119011,0.992881,-0.265229,0.00636249,-0.00457634,-0.00153799,0.267293,-0.00736554,-0.119826,0.992768,0.279737,0.006709,0.00324346,0.00303932,-0.281384,
1870,100,1,4,4,1,0,2,0,0,0,0,0,0,0,0,0.993304,0.115048,-0.0105741,-0.646614,0.0390674,0.651958,-0.00846239,0.000376567,0.998966,-0.0454271,0.00199509,0.638099,0.0366568,-0.638591,0.00319807,-0.0113617,-0.0203784,-0.999782,-0.00459498,0.163825,0.000138518,0.00685836,0.163736,-0.0033547,-0.000211499,-0.999999,-0.00160777,-0.159917,1.28534e-05,0.00953504,-0.159927,0.00496542,-0.00275116,0.117774,0.993037,-0.266465,0.00634317,-0.00320663,-0.00350306,0.26874,-0.00505372,-0.117569,0.993052,0.281227,0.00660992,-0.000559336,0.00105271,-0.283072,
1871,124,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.98641,0.164181,0.00638418,-0.658939,0.023674,0.668184,-0.00135027,0.0090661,0.994559,-0.103825,0.0085209,0.647081,0.024178,-0.6499,0.00631928,-0.00709411,-0.0181254,-0.999835,0.00115991,0.161956,0.000775763,0.00771115,0.161852,0.00754894,0.00228197,-0.999996,0.00150294,-0.157563,1.40408e-05,0.00170889,-0.157581,-0.014046,-0.0127966,0.117371,0.993006,-0.274389,0.00350142,-0.00524097,-0.0021421,0.276507,-0.0134444,-0.129156,0.991533,0.271062,0.00364858,0.00292745,-0.00123931,-0.273499,
1872,124,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.98519,0.17124,0.00877547,-0.658498,0.0233445,0.668894,-0.00327737,0.00819362,0.994291,-0.106422,0.00773248,0.647333,0.024419,-0.650518,0.00462364,-0.00465335,-0.0183134,-0.999831,0.00187548,0.161986,0.000758137,0.00725566,0.161884,0.00177678,0.00193141,-0.999998,0.00099746,-0.158247,1.10861e-05,0.00752577,-0.158226,0.00622038,-0.0127238,0.121031,0.992567,-0.273962,0.00346898,0.0024011,-0.00252181,0.276352,-0.0132529,-0.126526,0.991875,0.270564,0.00363616,-0.007962,-0.00287778,-0.273254,
1873,210,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0.878365,0.4667,-0.103278,-0.549222,0.0104366,0.617912,0.000657655,-0.0596679,0.979348,-0.144226,-0.14169,0.604026,0.0114319,-0.602234,0.0179011,0.0821992,-0.0402943,-0.999154,0.00817955,0.19112,0.000124168,-0.0014906,0.191381,0.00477407,-0.00201583,-0.999996,0.00176959,-0.172166,1.65647e-05,0.0889014,-0.172278,0.0381915,0.0806346,0.10316,0.991391,-0.265628,0.00387528,0.0267173,0.00664395,0.265071,0.1386,-0.0923844,0.98603,0.25934,0.0056655,-0.0384557,0.00362321,-0.25727,
1874,210,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0.877232,0.470451,-0.0956008,-0.549445,0.0100754,0.620817,0.00134926,-0.0440338,0.979864,-0.139956,-0.142401,0.604623,0.0114581,-0.602264,0.0181069,0.0839309,-0.0401307,-0.99914,0.0103885,0.191355,0.00011627,-0.00369482,0.191659,-0.000953779,-0.00177281,-0.999997,0.00166043,-0.172196,1.66532e-05,-0.0244215,-0.172187,-0.020468,0.0803396,0.104796,0.991243,-0.268346,0.00359213,0.00982419,0.00216176,0.269692,0.137168,-0.0939116,0.986086,0.262778,0.00540155,-0.0291861,0.00134975,-0.262298,
1875,65,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0.898782,0.438184,-0.0136442,-0.578755,0.00712521,0.648723,-0.0100325,-0.00664141,0.992395,-0.123059,-0.00305933,0.642002,0.00835928,-0.646839,0.00142686,-0.0306021,-0.0307499,-0.999501,-0.00724971,0.156175,0.000108461,-0.00673614,0.156512,-0.00727331,0.00232152,-0.999997,0.000816326,-0.15366,1.67532e-05,-0.0480423,-0.153732,0.0492004,-0.0548029,0.163153,0.985078,-0.245315,0.0041699,-0.025917,-0.00215155,0.247945,0.00892081,-0.172266,0.98501,0.264641,0.000916854,-0.0195094,-0.00376958,-0.269151,
1876,65,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0.899601,0.436576,-0.0109583,-0.579062,0.00718343,0.648758,-0.0106125,-0.00662689,0.992481,-0.122381,-0.00222539,0.641038,0.0081808,-0.645379,0.00485584,-0.0371387,-0.0313325,-0.99945,-0.0108348,0.156105,0.000106349,-0.0069777,0.156476,-0.00612781,0.00235588,-0.999994,-0.00247427,-0.154234,1.97003e-05,-0.0726121,-0.1546,0.0784258,-0.0548344,0.160177,0.985564,-0.24513,0.00421686,-0.0264906,-0.0030095,0.247736,0.00928492,-0.17325,0.984834,0.264255,0.000870632,-0.0209872,-0.00296945,-0.268649,
1877,94,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0.810147,0.586227,-0.000597773,-0.506342,0.00796711,0.633367,-0.0115594,0.00340256,0.991284,-0.131724,-0.00211955,0.58999,0.014714,-0.593938,0.00931,0.00144685,-0.0316866,-0.999498,-0.000180174,0.18141,0.000123469,-0.0314651,0.182497,0.00521424,-0.00317859,-0.999993,-0.00176205,-0.179399,1.45802e-05,0.072521,-0.179651,0.0118469,-0.000415097,0.108014,0.994149,-0.27507,0.00238829,0.00684982,-0.00501202,0.277236,0.00151307,-0.115859,0.993264,0.269098,0.00218487,0.0348141,0.00848372,-0.269986,
1878,94,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0.806279,0.591534,0.0010379,-0.5036,0.00809796,0.630555,-0.00813947,0.0115692,0.99088,-0.134749,0.000155982,0.591428,0.0147408,-0.595545,0.00975519,0.00228871,-0.0308918,-0.999521,0.00157612,0.181366,0.000145765,-0.028456,0.182338,0.00350164,-0.00255086,-0.999997,-0.000104357,-0.178041,2.57854e-05,0.109334,-0.17832,-0.00955152,0.000683028,0.10816,0.994133,-0.276884,0.00220674,0.00864143,-0.00836179,0.279422,-0.000372304,-0.130648,0.991429,0.271902,0.00173338,0.00797232,-0.00656736,-0.275115,
1879,63,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0.876658,0.480905,-0.0141608,-0.493271,0.0169766,0.559556,0.00529258,-0.0132128,0.98923,-0.145817,-0.0127389,0.488106,0.0107064,-0.489634,0.0247421,0.0107835,-0.0423485,-0.99907,0.00809067,0.19963,0.000283784,0.00221943,0.199709,-0.00160807,-0.00162018,-0.999998,-0.00108704,-0.165776,1.48541e-05,0.116325,-0.165979,0.0128833,0.0331415,0.119169,0.992321,-0.27833,0.0032979,0.0225092,0.0116071,0.278338,0.0241105,-0.119969,0.992485,0.279977,0.00280662,0.0171531,0.0121335,-0.281047,
1880,63,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0.877488,0.479483,-0.0105403,-0.493699,0.0175867,0.559648,0.00517144,-0.0128359,0.987965,-0.154057,-0.0138356,0.487831,0.01044,-0.489613,0.0256871,0.0110743,-0.0416615,-0.999106,0.00719261,0.199961,0.000259811,0.00601845,0.199891,0.000296103,-0.00188835,-0.999994,-0.00295728,-0.16523,1.34642e-05,0.155154,-0.165846,0.108981,0.0324542,0.11773,0.992515,-0.27846,0.00322106,0.0223569,0.0122323,0.278377,0.0237412,-0.119242,0.992581,0.279703,0.00279944,0.018823,0.0121351,-0.280786,
1881,62,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0.807512,0.589842,0.0032453,-0.480568,0.0151253,0.583485,0.0159025,0.005246,0.987739,-0.155996,0.00612103,0.566829,0.0194647,-0.570048,0.0236375,-0.0135096,-0.0231582,-0.999588,-0.0169727,0.221851,0.000984089,-0.044123,0.223017,-0.00307237,-0.000260711,-1,0.000701728,-0.168936,2.93751e-05,0.0679594,-0.168943,0.015506,-0.02117,0.185238,0.982466,-0.247452,0.00367708,-0.00580348,0.0184392,0.248267,-0.018843,-0.19288,0.981041,0.255941,0.00339055,-0.00156665,0.0186685,-0.257247,
1882,62,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0.808772,0.588122,0.000282779,-0.481165,0.0154045,0.584745,0.0140075,0.00540307,0.986867,-0.161379,0.00711138,0.566927,0.0189948,-0.570829,0.0215883,-0.0156148,-0.0236484,-0.999542,-0.018897,0.222348,0.000963757,-0.0423476,0.223463,-0.000554649,0.000486166,-0.999998,0.00189549,-0.169836,2.45625e-05,0.0899425,-0.169779,0.00733595,-0.0202666,0.184137,0.982692,-0.247559,0.00358188,-0.00512087,0.0190713,0.24824,-0.0186257,-0.190322,0.981545,0.255978,0.00348197,-0.00173659,0.0179116,-0.257351,
1883,61,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0.861761,0.507313,0.000665751,-0.477383,0.0199786,0.551573,0.00405712,0.000909818,0.987915,-0.154932,-0.00454659,0.533327,0.0158612,-0.536598,0.020575,0.00582406,-0.0428752,-0.99908,0.000602289,0.203419,0.000312187,-0.0198587,0.20446,0.00266726,0.00132178,-0.999997,-0.00192903,-0.164428,1.71432e-05,0.0808422,-0.164342,0.0105344,0.00897323,0.107844,0.994127,-0.268698,0.00382402,-0.000592567,0.0108886,0.269109,0.000502267,-0.126008,0.992029,0.264141,0.0036891,0.000419525,0.0124842,-0.264678,
1884,120,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0.85744,0.514572,-0.00351896,-0.476342,0.020816,0.548972,0.0108687,-0.0110267,0.978626,-0.204961,-0.0167706,0.506487,0.0277851,-0.513353,0.0204315,-0.00485131,-0.0430334,-0.999074,-0.000361463,0.230173,0.000390385,-0.0163034,0.231094,-0.013547,-0.00184287,-0.999998,-0.00122234,-0.173012,6.42561e-05,-0.166226,-0.172648,-0.047219,0.015072,0.217745,0.975889,-0.252189,0.00517427,0.0166098,0.0172059,0.254324,-0.0125167,-0.204683,0.978748,0.269225,0.00547063,0.0249113,0.0173689,-0.27112,
1885,119,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0.815948,0.578005,0.0117634,-0.515281,0.00596277,0.634444,-0.00423744,0.00480235,0.996557,-0.0825905,0.00732183,0.585792,0.00909043,-0.586828,0.011313,-0.00681579,-0.0317295,-0.99949,0.00348415,0.199209,0.000256279,-0.0297773,0.200256,-0.000152888,-0.00136422,-0.999997,0.00184279,-0.181191,2.52889e-05,0.0861584,-0.181347,-0.0210014,-0.00596205,0.126962,0.99189,-0.265909,0.000884672,0.00843363,0.000218838,0.268106,-0.00780318,-0.119795,0.992768,0.272956,0.000856694,0.0095668,-0.0014162,-0.27504,
1886,119,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0.822042,0.569385,0.00687063,-0.520518,0.0062657,0.638247,-0.00734836,0.00525938,0.996544,-0.0824062,0.0104954,0.587127,0.00913414,-0.5882,0.0103975,-0.0097837,-0.032096,-0.999477,0.00402265,0.199104,0.000236408,-0.0257198,0.200034,-1.96978e-05,-0.00408735,-0.999985,0.00378866,-0.182713,2.31199e-05,0.073483,-0.183147,-0.0344968,-0.00719044,0.126055,0.991997,-0.265656,0.00090669,0.0101876,6.66913e-05,0.267865,-0.00769076,-0.125351,0.992083,0.272796,0.000826984,0.0121878,-0.00224996,-0.275163,
1887,116,0,4,4,1,0,2,0,0,0,0,0,0,0,0,0.98916,0.145887,0.0167222,-0.6399,0.0301516,0.647476,-0.00660063,0.024272,0.999817,-0.0183661,0.00528614,0.63397,0.0337778,-0.633936,0.00592444,-0.00775828,-0.0231643,-0.999732,-4.76595e-05,0.165826,0.000322292,0.00079664,0.165852,-0.00210639,0.00224213,-0.999997,0.000153064,-0.168679,1.60194e-05,-0.00116071,-0.168682,-0.00270714,-0.0296086,0.0390062,0.9988,-0.288332,0.00416719,-0.00861364,-0.00254364,0.288522,-0.0306391,-0.0365596,0.998862,0.278566,0.00487743,-0.00193969,-0.0032178,-0.279061,
1888,116,0,4,4,1,0,2,0,0,0,0,0,0,0,0,0.989918,0.140631,0.0169133,-0.640889,0.0303171,0.648018,-0.00702088,0.0231736,0.999262,-0.0372445,0.00936504,0.634087,0.0307843,-0.634239,0.00647641,-0.00797286,-0.0227399,-0.999741,-0.000299219,0.16588,0.000320828,0.000570722,0.16591,0.000532914,0.00192096,-0.999998,-0.000917292,-0.168202,1.32493e-05,-0.00879111,-0.168211,-0.0086193,-0.0285199,0.0446566,0.998595,-0.288355,0.00415645,0.000247003,-0.00415848,0.288954,-0.0289966,-0.0432926,0.998642,0.277838,0.00493929,-0.00964162,-0.00394149,-0.278667,
1889,113,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0.866167,0.499745,0.00315919,-0.471658,0.0206826,0.544104,0.000689926,0.00889231,0.987769,-0.155336,0.0135393,0.533765,0.017578,-0.537411,0.018622,-0.00254628,-0.0429588,-0.999076,-0.00095949,0.196415,0.000247717,-0.0260113,0.197714,0.000686765,-0.00448198,-0.99999,-0.000570808,-0.162848,3.72026e-05,0.084357,-0.163213,-0.0254984,-0.00642212,0.117691,0.99303,-0.26868,0.00400147,-0.00641909,0.00765729,0.269617,-0.0245141,-0.129026,0.991338,0.263353,0.00463001,-0.00411462,0.010403,-0.264401,
1890,115,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0.813385,0.581698,0.0056522,-0.420966,0.0143678,0.505279,0.0171446,0.00114087,0.997095,-0.0758263,0.00720977,0.503784,0.0145353,-0.503286,0.025738,-0.00115328,-0.0256056,-0.99967,-0.00223822,0.231185,0.000726969,-0.0594133,0.232796,-0.0056199,-0.00397932,-0.99999,-0.00211382,-0.175188,3.36325e-05,0.121168,-0.17562,-0.0244334,0.0118951,0.145471,0.989291,-0.256692,0.00483168,0.00930316,0.0132506,0.25741,-0.032838,-0.153205,0.987649,0.259085,0.00507856,0.0120111,0.0140428,-0.259747,
