id,mold,eside,eback,efront,ematerial,ebathtype,elength,m1,m2,m3,m4,m5,m6,m7,m8,backA,backB,backC,backD,backK,back-cx,back-cy,back-cz,frontA,frontB,frontC,frontD,frontK,front-cx,front-cy,front-cz,bottomA,bottomB,bottomC,bottomD,bottomK,bottom-cx,bottom-cy,bottom-cz,topA,topB,topC,topD,topK,top-cx,top-cy,top-cz,rightA,rightB,rightC,rightD,rightK,right-cx,right-cy,right-cz,leftA,leftB,leftC,leftD,leftK,left-cx,left-cy,left-cz
3061,11,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0.886495,0.462728,0.00310647,-0.527897,0.0186745,0.630648,-0.0674032,0.00664599,0.984037,-0.177952,0.00185527,0.596532,0.0114599,-0.614381,-0.0452098,-0.00183486,-0.0382269,-0.999266,-0.00232292,0.128363,0.000182734,-0.0122972,0.128919,0.0037235,-0.00136372,-0.999996,0.00263469,-0.233586,3.14481e-05,0.195978,-0.234227,-0.141404,-0.0048506,0.1563,0.987698,-0.270507,0.00188075,-0.0072106,-0.0773044,0.286074,-0.00898652,-0.129618,0.991523,0.266897,0.00190584,-0.00856445,-0.0587871,-0.276942,
3062,369,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0.890937,0.454119,-0.0027466,-0.489584,0.0210976,0.585562,-0.0707359,-0.00269761,0.978246,-0.207446,-0.000890189,0.570018,0.0161868,-0.592882,-0.0480624,0.00427323,-0.0285185,-0.999544,-0.00989354,0.133388,0.00066584,-0.0259364,0.134171,0.00178692,-0.0031087,-0.99998,-0.00542174,-0.228657,2.59716e-05,0.0493789,-0.229327,0.0943283,0.00771415,0.160565,0.986995,-0.254823,0.00440136,-0.00307977,-0.0598855,0.267947,0.00818408,-0.213915,0.976818,0.250753,0.00441092,-0.0137855,-0.0737832,-0.272746,
3065,12,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0.961301,0.275451,0.00520918,-0.614007,0.0133224,0.655648,-0.0591297,0.00372461,0.983605,-0.180272,0.00479756,0.613075,0.0137864,-0.632215,-0.0487728,-0.00362029,-0.0246795,-0.999674,-0.00650544,0.10487,0.000592469,0.0117367,0.104621,-0.00105011,-0.000396547,-0.999994,-0.00346893,-0.211416,1.2675e-05,0.0285686,-0.211402,-0.00766685,-0.00987862,0.150835,0.98851,-0.249829,0.00431336,-0.00327904,-0.0581153,0.261568,-0.003996,-0.159245,0.987231,0.251497,0.00398858,0.00316273,-0.0540356,-0.263453,
3066,285,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0.825211,0.564669,-0.0132626,-0.444681,0.0211096,0.575518,-0.0537115,-0.00651865,0.992212,-0.123,-0.0196355,0.582647,0.0121887,-0.593535,-0.0526336,0.0105752,-0.0100252,-0.999883,-0.0115724,0.159788,0.000862307,-0.059312,0.160381,0.00175179,0.00244252,-0.999997,0.000670561,-0.246396,3.03526e-05,0.215727,-0.245791,0.117755,0.0284154,0.180939,0.983084,-0.251534,0.00329729,0.00460139,-0.0602006,0.26681,-0.00199593,-0.209947,0.977711,0.246252,0.00375497,0.00889404,-0.0750486,-0.267963,
3071,124,0,1,1,1,0,2,0,0,0,0,0,0,0,0,-0.062062,-0.981406,0.181631,0.0350254,0.047332,0.202071,-0.078829,-0.549729,0.142371,-0.989005,0.0400037,-0.0638821,0.0608711,-0.260768,-0.0994957,0.0651483,0.0508765,-0.997724,0.044245,0.0792533,0.00169462,-0.0393098,0.070779,-0.14997,-0.504829,-0.789627,-0.348763,-0.362258,0.0172721,-0.0755701,-0.243206,-0.378668,0.377487,-0.880425,-0.286975,0.153692,0.133235,-0.228724,-0.0748549,0.464347,0.146047,-0.980866,0.128733,-0.0501947,0.069926,0.0389722,-0.102604,-0.436077,
3080,387,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.97901,0.203778,0.0037372,-0.638215,0.0175709,0.665933,-0.0674163,-0.000695468,0.991297,-0.131163,0.0112128,0.633017,0.0224397,-0.645737,-0.0542465,-0.00135587,-0.022763,-0.999735,-0.00336019,0.0949674,0.000892745,0.00702407,0.0948182,0.00427332,-0.0042749,-0.999945,-0.00960399,-0.211492,3.28635e-05,0.00730496,-0.211416,-0.0123528,-0.00283808,0.125976,0.992029,-0.267762,0.00341727,-0.000701395,-0.0653048,0.278204,0.00774436,-0.152531,0.988268,0.264938,0.00405546,-0.00348004,-0.0616104,-0.277565,
3081,564,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.989899,0.141314,0.0114141,-0.636579,0.0308794,0.653507,-0.0732409,0.00207188,0.993265,-0.113669,0.0224553,0.614965,0.0297848,-0.624398,-0.046966,-0.00495308,-0.034896,-0.99937,0.00649786,0.0998217,0.000453198,0.0149088,0.099396,0.00492325,-0.00543274,-0.999919,0.0114996,-0.212885,2.95179e-05,0.0032912,-0.213381,-0.0400506,-0.00686942,0.224991,0.974337,-0.259239,0.0047608,-0.00249723,-0.064476,0.280938,-0.00917045,-0.173791,0.98474,0.259647,0.00464706,-0.00448376,-0.0608057,-0.274444,
3084,92,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.979042,0.203193,-0.0137725,-0.649483,0.0129838,0.676489,-0.063951,-0.0120511,0.993951,-0.109469,-0.00881992,0.646417,0.01514,-0.656011,-0.0521421,0.00923432,-0.0207475,-0.999777,-0.00406199,0.108873,0.000323303,-0.00348539,0.108976,-0.00176068,-0.00399044,-0.99997,-0.00660451,-0.219222,3.27452e-05,0.0847525,-0.220452,0.134066,0.0151419,0.165978,0.986013,-0.256421,0.00419932,0.00155485,-0.0556606,0.269404,0.0213222,-0.237695,0.971106,0.252946,0.00298878,-0.00126995,-0.0740519,-0.27857,
3085,246,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.971809,0.235763,-0.00165195,-0.62905,0.0204112,0.662938,-0.0644204,0.0065213,0.996463,-0.0833813,0.0104556,0.622567,0.0172171,-0.628984,-0.0505681,-0.00231534,-0.0360578,-0.999329,0.00638463,0.10978,0.000336435,0.010219,0.109483,-0.000200895,-0.000531191,-0.999985,0.00541415,-0.221448,5.15496e-05,0.0307555,-0.22205,-0.107554,-0.00771037,0.220571,0.97534,-0.265005,0.00324101,0.000660595,-0.0773229,0.289197,-0.0085191,-0.143727,0.989581,0.267709,0.00297214,0.0107035,-0.0586969,-0.278961,
3087,27,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0.786363,0.617665,0.0110836,-0.441886,0.00856765,0.608215,-0.0590508,0.00739368,0.99218,-0.12401,0.014148,0.599921,0.0168201,-0.609803,-0.0417596,-0.00460906,-0.0340995,-0.999397,0.0065266,0.108257,0.000103587,-0.0397675,0.109673,-0.00105233,0.000484805,-0.999986,0.00521563,-0.200229,2.45893e-05,0.103423,-0.200935,-0.144411,-0.00533639,0.228123,0.973618,-0.258046,0.0023122,-0.0132954,-0.0686864,0.281059,-0.00473032,-0.192701,0.981246,0.257537,0.00252851,-0.0125517,-0.0542641,-0.273177,
3096,235,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0.895818,0.444258,-0.0120077,-0.535778,0.0183737,0.627013,-0.0583111,0.000588797,0.982761,-0.184365,-0.0137729,0.603942,0.0139836,-0.623657,-0.0487668,0.00199233,-0.0187378,-0.999766,0.0108191,0.110857,0.000148504,-0.0117669,0.111107,0.00033368,0.00690038,-0.999743,0.0216137,-0.204982,4.24266e-05,0.0977005,-0.200996,0.155645,-0.0013101,0.181134,0.983457,-0.236726,0.00182167,-0.0112395,-0.0471045,0.249368,0.00369178,-0.206107,0.978523,0.234896,0.00247377,-0.00980513,-0.0711688,-0.255005,
3097,13,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0.865444,0.500796,-0.0145097,-0.540373,0.0213566,0.653779,-0.0512517,-0.0158734,0.987372,-0.157672,-0.015338,0.651069,0.0170209,-0.666141,-0.0426261,0.00395473,-0.0239378,-0.999578,-0.0164472,0.167202,0.00044871,-0.0375777,0.168227,-0.00329473,0.0050703,-0.999982,-0.0030873,-0.231733,0.000184349,0.0910902,-0.231612,0.10889,0.0232138,0.185436,0.982382,-0.240273,0.00311726,-0.0123601,-0.0460052,0.253558,0.0099916,-0.277946,0.960545,0.247576,0.00360648,-0.0140822,-0.0648111,-0.276353,
3102,17,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.958109,0.286358,0.00515939,-0.609843,0.0179863,0.656453,-0.0668193,0.00472323,0.997802,-0.0659945,0.00601779,0.614733,0.0185587,-0.619149,-0.0465158,-0.00242445,-0.0420852,-0.99905,0.0112681,0.0958687,0.000296531,0.0105137,0.095455,-0.00548936,0.00294393,-0.999952,0.00934286,-0.208363,1.83399e-05,-0.0469233,-0.209535,-0.109593,-0.00355495,0.200213,0.979746,-0.262624,0.00269318,0.00309757,-0.0706856,0.282509,-0.00356765,-0.177186,0.984171,0.264908,0.00289547,0.000637424,-0.0630304,-0.280515,
3103,17,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.964474,0.263828,-0.0136032,-0.611995,0.0173827,0.651236,-0.0616961,-0.0126634,0.994644,-0.102821,-0.0105085,0.623367,0.0193342,-0.631493,-0.0472535,0.0108967,-0.0288976,-0.999582,0.000195592,0.100914,0.000372957,0.00264653,0.10088,0.000320765,0.000842183,-0.999985,-0.00537161,-0.204931,2.23532e-05,0.0565234,-0.205815,0.172915,0.0187276,0.191757,0.981264,-0.26221,0.00319025,-0.00675684,-0.0553717,0.278167,0.0254189,-0.224519,0.974138,0.260584,0.00302755,-0.00600457,-0.0710446,-0.28372,
3106,5,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0.803799,0.594895,-0.0026249,-0.443911,0.0210105,0.595471,-0.058384,-0.00169507,0.995189,-0.0979265,-0.00316652,0.597309,0.0116187,-0.604449,-0.0431896,-0.000702584,-0.0311478,-0.999457,0.0107653,0.135842,0.000144864,-0.0487967,0.137399,-0.00341909,0.00121391,-0.999995,0.00289362,-0.227697,9.11143e-06,0.186767,-0.227855,-0.132726,0.0117646,0.22051,0.975314,-0.252266,0.00356377,0.00334734,-0.0717435,0.274831,-0.00814794,-0.175748,0.984401,0.257187,0.00386179,-0.00199136,-0.0546609,-0.271037,
3109,393,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0.961117,0.275802,0.0136659,-0.602146,0.0140759,0.643065,-0.0577895,0.0017277,0.981138,-0.193223,0.00586303,0.598915,0.013449,-0.620671,-0.0521266,-0.00403062,-0.0189793,-0.999819,-0.00122859,0.103079,0.000714274,0.0074073,0.10296,-0.00268445,0.00211125,-0.999989,0.00413404,-0.206913,1.19666e-05,0.0332639,-0.206816,0.00716798,-0.00697574,0.152693,0.988249,-0.248803,0.00338777,0.0084043,-0.0553531,0.260373,-0.00774139,-0.141605,0.989893,0.253059,0.00345254,-0.00582999,-0.0564822,-0.263768,
3110,551,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.994624,0.103546,0.00140639,-0.648601,0.0174871,0.658948,-0.0658431,0.00904419,0.990353,-0.1385,0.00426162,0.629555,0.0167044,-0.643267,-0.0543723,-0.00557351,-0.0174555,-0.999847,0.000789728,0.115542,0.000441406,0.00703745,0.115435,-0.00193685,-0.000798482,-0.999996,-0.00253169,-0.220658,2.06185e-05,-0.057879,-0.220576,-0.0144591,-0.00943242,0.16049,0.986992,-0.260969,0.00233932,-0.00262559,-0.0583645,0.273874,-0.00842287,-0.208343,0.97802,0.25663,0.00263834,0.0198155,-0.0620305,-0.275441,
3114,387,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.98073,0.195369,6.53526e-05,-0.643154,0.0179181,0.670238,-0.0725186,-0.00255804,0.994106,-0.108094,-0.00833506,0.635013,0.02287,-0.644525,-0.0527188,-0.00172262,-0.0304291,-0.999487,-0.00994425,0.0984433,0.00101669,0.0128632,0.0981196,-0.00175112,-0.00485154,-0.999895,-0.0136304,-0.215982,3.9083e-05,-0.0250709,-0.215838,-0.00330286,-0.00917791,0.131825,0.99123,-0.264609,0.00377337,-0.00750847,-0.0679806,0.275921,-0.000854959,-0.140903,0.990023,0.267616,0.00338758,0.00345257,-0.0612729,-0.279031,
3115,41,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.96996,0.243212,-0.00493761,-0.572545,0.0091385,0.603792,-0.0538638,0.00183406,0.99379,-0.111266,0.00073878,0.583688,0.0120404,-0.593125,-0.0517125,0.000764064,-0.0113387,-0.99991,0.00717787,0.115048,0.000277194,-0.00278587,0.115108,0.0026088,0.00398235,-0.999963,0.00758711,-0.226531,1.64778e-05,-0.00131911,-0.226491,0.0070326,-0.00697602,0.157712,0.987461,-0.256478,0.00189761,-0.0102214,-0.0522514,0.268008,0.00151534,-0.164138,0.986436,0.254086,0.00191043,-0.00190749,-0.0548623,-0.266706,
3118,155,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0.909692,0.415102,-0.0122549,-0.546202,0.0169761,0.629926,-0.0646733,-0.000773687,0.986632,-0.162835,-0.00648717,0.611326,0.0104471,-0.62855,-0.0543659,0.00471239,-0.0231721,-0.999703,-0.00760675,0.128989,0.000239121,-0.0113471,0.129276,0.00186463,0.00232264,-0.999997,-0.00042429,-0.233618,1.81107e-05,0.134077,-0.233364,0.133851,0.00523672,0.132041,0.99123,-0.268625,0.00168045,-0.00779846,-0.0604883,0.279101,0.00854768,-0.163925,0.986436,0.26317,0.00170087,-0.00787716,-0.0794717,-0.279927,
3119,46,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0.869654,0.493654,-0.0028849,-0.501652,0.0215543,0.612323,-0.0625181,-0.00195685,0.982883,-0.184227,-0.000742794,0.601187,0.0175711,-0.620587,-0.0476519,0.00170176,-0.0212382,-0.999774,-0.00036336,0.132471,0.000544662,-0.0269916,0.133075,0.000383925,0.000650278,-0.999998,-0.00170965,-0.227569,1.38303e-05,0.148705,-0.227674,0.117662,0.0073081,0.159196,0.98722,-0.260727,0.00337171,-0.0131399,-0.058015,0.273555,0.0058221,-0.182641,0.983163,0.259224,0.00329542,-0.000776369,-0.0749341,-0.277579,
3121,12,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0.966016,0.258294,-0.00983858,-0.598782,0.0130984,0.63609,-0.0609978,-0.0065227,0.980599,-0.195988,-0.00376235,0.60176,0.0130034,-0.622809,-0.0457964,0.00246258,-0.0182668,-0.999832,0.00146572,0.104658,0.000542102,0.0029234,0.104617,-0.00319902,0.000975472,-1,0.000171706,-0.20154,3.87145e-05,-0.0532464,-0.20159,0.0147879,0.00598597,0.145368,0.989359,-0.249238,0.00390635,-0.0137206,-0.0504378,0.259413,0.0104798,-0.134442,0.990866,0.251978,0.00379575,0.00886865,-0.0520039,-0.261451,
3123,575,0,4,4,1,0,1,0,0,0,0,0,0,0,0,0.989227,0.146374,-0.00234037,-0.571953,0.0314148,0.587882,-0.0656112,-0.00329554,0.991704,-0.128264,-0.00847111,0.555413,0.0307977,-0.566108,-0.0471666,0.00605732,-0.0310543,-0.999515,0.0025345,0.0990278,0.000553942,0.0156302,0.0985897,-0.000254805,-0.0015896,-0.999997,0.00183206,-0.201714,2.51346e-05,0.030733,-0.201715,0.0261209,0.0156018,0.161147,0.986807,-0.252474,0.00505025,-0.00225579,-0.0529336,0.26453,0.0119269,-0.161348,0.986826,0.251255,0.00529034,-0.00704741,-0.0559094,-0.263665,
3124,15,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.972816,0.231381,0.00954998,-0.608204,0.0177231,0.640256,-0.0636324,0.00787781,0.996957,-0.0776888,0.00641582,0.611587,0.0184331,-0.617466,-0.0519355,-0.00541826,-0.0290346,-0.999566,-0.00492022,0.108225,0.000335015,0.00790096,0.108016,0.00546463,0.000121701,-0.999999,-0.00129741,-0.213511,2.62546e-05,-0.0192983,-0.213569,0.0423797,-0.0142257,0.160574,0.986921,-0.265916,0.00269063,-0.00598879,-0.0532701,0.278021,-0.0129655,-0.21344,0.97687,0.258029,0.00315199,0.010497,-0.0693325,-0.279148,
3125,410,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0.990688,0.135864,0.00882746,-0.626222,0.0266881,0.64116,-0.0668006,0.0122589,0.989707,-0.142439,0.0138278,0.609822,0.025706,-0.623523,-0.0522138,-0.0111521,-0.0210204,-0.999777,-0.00175698,0.0997052,0.000695265,0.00384729,0.0996419,0.00259552,0.00125873,-0.999995,-0.00280883,-0.202075,2.88392e-05,0.0408032,-0.201871,-0.0548322,-0.0204418,0.219615,0.975372,-0.24713,0.00581708,-0.0241736,-0.067554,0.268074,-0.0203338,-0.170646,0.985123,0.249231,0.00571853,0.00477772,-0.0535375,-0.26217,
3127,235,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0.894112,0.447842,-0.000574107,-0.537716,0.0186947,0.631234,-0.0595704,-0.000935579,0.983607,-0.180308,-0.00232238,0.615665,0.0137374,-0.633856,-0.0432999,0.00299642,-0.024954,-0.999687,-0.00190419,0.113447,0.00020347,-0.01015,0.113732,0.00180777,5.51233e-05,-0.999994,0.00348026,-0.205609,1.52877e-05,0.138475,-0.205126,0.137013,-0.00291993,0.17383,0.984771,-0.240381,0.00330484,-0.017029,-0.0512998,0.253103,0.00169726,-0.20795,0.978138,0.237461,0.00182438,-0.0141117,-0.0694896,-0.257517,
3136,387,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.975876,0.218317,0.00211666,-0.626713,0.0197669,0.656808,-0.0652462,-0.0026643,0.992607,-0.121376,-2.55823e-06,0.619575,0.0234428,-0.630691,-0.0531663,0.000605037,-0.0213624,-0.99977,0.00188925,0.0953974,0.000699407,0.0112891,0.0951776,-0.000266078,-0.00252296,-0.999994,-0.00257681,-0.204266,4.45069e-05,-0.0509996,-0.204167,0.010925,-0.000552721,0.143265,0.989684,-0.262149,0.00447062,-0.00337669,-0.0553089,0.272886,0.00932832,-0.168531,0.985652,0.261842,0.00468035,-0.00229535,-0.0586828,-0.275665,
3141,23,1,4,4,1,0,2,0,0,0,0,0,0,0,0,0.997804,0.0661376,0.00363012,-0.635868,0.0348497,0.641453,-0.0635105,0.00672874,0.998945,-0.0458134,-0.00316597,0.621903,0.0345826,-0.625109,-0.0555596,-0.00045468,-0.0203597,-0.999792,-0.000893683,0.120193,0.000249271,0.00839458,0.120044,0.00251197,0.000802409,-1,-0.000247694,-0.226181,4.20896e-05,0.0205442,-0.226152,-0.0529808,-0.00727511,0.201655,0.979429,-0.259956,0.00706792,-0.0199841,-0.0658301,0.278822,-0.00590541,-0.100478,0.994922,0.25905,0.00600345,0.00966398,-0.0515212,-0.265518,
3142,592,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.973308,0.22948,0.00321816,-0.621026,0.0179438,0.652735,-0.0623992,0.0103271,0.996594,-0.081606,0.0118585,0.628865,0.017016,-0.635126,-0.0518565,-0.0113141,-0.0242327,-0.999686,-0.00640062,0.110864,0.000326376,0.00524642,0.110765,0.00105499,0.00542896,-0.999955,-0.00775167,-0.221677,3.62592e-05,-0.0723506,-0.22223,0.0194026,-0.0169429,0.138374,0.990235,-0.268003,0.00277468,-0.010636,-0.0578949,0.278554,-0.0147766,-0.207069,0.978215,0.264318,0.00323763,0.0163669,-0.0638224,-0.283467,
3143,28,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0.888574,0.45872,0.00349144,-0.539285,0.0130119,0.641267,-0.0665337,-0.00228404,0.997205,-0.0739281,-0.0107645,0.62858,0.0160618,-0.63392,-0.0484751,0.0013736,-0.0304795,-0.999492,-0.0093346,0.124903,0.000574408,-0.0250191,0.125754,-0.00260841,-0.00407158,-0.999983,-0.00403358,-0.224157,0.000146451,0.010183,-0.223905,-0.0736247,0.000707859,0.202924,0.979194,-0.261268,0.00337094,-0.000926387,-0.0830931,0.28404,0.00508205,-0.138755,0.990314,0.268725,0.00323694,-0.00612254,-0.0554417,-0.27909,
3148,28,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0.891415,0.453039,0.0116569,-0.542849,0.0134093,0.643582,-0.0682619,0.0065403,0.995801,-0.091546,0.000764095,0.624724,0.0163121,-0.631834,-0.0487265,-0.00549604,-0.0338651,-0.999273,-0.0175294,0.123747,0.000594153,-0.0265297,0.124717,0.00107964,-0.00570459,-0.999914,-0.0117926,-0.226973,3.764e-05,0.0608478,-0.225852,-0.12614,-0.0136637,0.192196,0.981261,-0.263397,0.00394194,-0.00782781,-0.0841779,0.284806,-0.0100857,-0.142905,0.989685,0.267019,0.00339285,-0.00537921,-0.0538885,-0.277638,
3150,39,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.979934,0.198865,-0.0134955,-0.633763,0.0169039,0.659127,-0.0612656,-0.00339428,0.995199,-0.0978657,0.000630204,0.629854,0.0226416,-0.638518,-0.0572152,-4.7912e-05,-0.0102527,-0.999917,0.00786433,0.104508,0.000812671,0.00117856,0.104524,0.00246977,0.00274165,-0.999992,0.00284841,-0.221322,2.13518e-05,-0.0234412,-0.221371,0.00597014,-0.00631451,0.137825,0.990437,-0.266732,0.00505843,-0.00955842,-0.059748,0.277561,0.00538052,-0.138565,0.990339,0.265689,0.00466593,-0.000463055,-0.064461,-0.277298,
3152,15,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.977,0.213083,0.00813658,-0.60696,0.0171557,0.635288,-0.0643095,-0.00165873,0.997184,-0.0748586,-0.00446818,0.607092,0.0160018,-0.612244,-0.0459046,0.00192772,-0.0324595,-0.999451,-0.00663707,0.11348,0.000348704,0.0114881,0.113159,0.00156828,0.00072859,-0.999986,-0.00518423,-0.216108,1.85102e-05,0.000694726,-0.216008,-0.0196066,0.00246954,0.137028,0.990564,-0.262246,0.0030026,-0.00540812,-0.0537802,0.272197,0.0030069,-0.15943,0.987205,0.262128,0.00275816,0.00963517,-0.0553521,-0.274494,
3153,387,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.980195,0.196396,0.0254257,-0.635055,0.0173146,0.660268,-0.0690085,0.0556952,0.995114,-0.0968931,0.0189855,0.633596,0.0212742,-0.642153,-0.0550382,0.00458686,-0.027506,-0.9996,0.00661891,0.0980886,0.00103309,0.00938475,0.0979987,0.0194788,-0.00331271,-0.99997,-0.00692941,-0.216375,3.94747e-05,0.0595122,-0.216033,-0.0786316,-0.0488398,0.135763,0.989537,-0.293773,0.00345868,-0.0215581,-0.0743046,0.30601,-0.0468536,-0.0734999,0.996194,0.242314,0.00312782,-0.00213836,-0.0548663,-0.247389,
3154,95,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0.864102,0.503252,-0.00805737,-0.484552,0.0237737,0.596914,-0.0621336,-0.00331003,0.977748,-0.209758,-0.00319565,0.565738,0.0167163,-0.590082,-0.0535517,0.006024,-0.0277512,-0.999579,0.00842912,0.130177,0.000337381,-0.0175706,0.13071,-0.00119636,0.000583971,-0.999997,0.00220495,-0.228164,1.85777e-05,0.186803,-0.227754,0.136677,0.0158901,0.183468,0.982897,-0.255999,0.00512524,-0.00259149,-0.0553109,0.270819,0.0144425,-0.19362,0.98097,0.255696,0.00462358,-0.00349598,-0.0771256,-0.275827,
3175,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0.80373,0.594967,0.00577449,-0.461067,0.00709465,0.615084,-0.0560007,0.0043096,0.995363,-0.0956486,0.0101816,0.606825,0.0126976,-0.613928,-0.0449746,-0.00437873,-0.0261409,-0.999652,0.0036174,0.109901,0.000114875,-0.0389125,0.110952,-0.00119507,0.000811114,-0.999997,0.00228972,-0.201394,1.56253e-05,0.0458148,-0.201398,-0.0178093,-0.00499088,0.199858,0.979812,-0.260184,0.00176768,-0.0114069,-0.0548562,0.276676,-0.00701174,-0.185597,0.982601,0.26164,0.00168479,-0.00191433,-0.0548456,-0.276646,
3179,387,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.981811,0.189862,-6.51748e-05,-0.627539,0.0180948,0.651723,-0.0649455,-0.00139741,0.995566,-0.0939154,-0.00536668,0.627704,0.0227211,-0.635705,-0.0552869,0.0019797,-0.019651,-0.999795,-0.00480372,0.0989097,0.000634936,0.0018006,0.0988883,0.00131306,-0.00278967,-0.999968,-0.00744394,-0.210913,2.28539e-05,-0.0173615,-0.211237,0.0491073,-0.0012109,0.110073,0.993923,-0.265378,0.0035876,-0.00045914,-0.0598245,0.273625,0.00458956,-0.17686,0.984225,0.262705,0.00373897,0.0107045,-0.0739491,-0.280254,
3180,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0.805432,0.592685,-0.00188424,-0.451141,0.00610816,0.601456,-0.0561876,-0.00565314,0.992011,-0.126032,-0.00550405,0.60327,0.0134257,-0.61399,-0.0463136,0.00409399,-0.0190008,-0.999779,-0.00894968,0.108959,0.000192252,-0.0397723,0.109709,0.00342074,0.000285478,-0.999996,-0.00289259,-0.19761,1.85557e-05,0.0897223,-0.197615,0.0102667,0.0102978,0.199295,0.979885,-0.256597,0.00268526,-0.0161475,-0.0519383,0.272597,0.0122931,-0.251823,0.967695,0.251432,0.00327018,-0.0262288,-0.0608414,-0.275325,
3182,15,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.968036,0.250812,-3.39252e-05,-0.608177,0.0170583,0.644879,-0.0641513,-0.00539996,0.994802,-0.101147,-0.0117647,0.607754,0.0196593,-0.615079,-0.0416341,0.00706156,-0.0339739,-0.999414,0.00424147,0.10669,0.000203599,0.0100378,0.106407,-0.000937767,-0.00100641,-0.999997,0.00205213,-0.212304,1.78551e-05,0.0276208,-0.212247,0.0416234,0.00916046,0.209369,0.977794,-0.259596,0.00478355,-0.0119516,-0.0508298,0.276488,0.0116416,-0.215613,0.976409,0.258646,0.00431123,-0.0186872,-0.0601121,-0.277946,
3184,39,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0.979156,0.202796,-0.0112964,-0.641258,0.0174177,0.667795,-0.061942,0.00499401,0.996526,-0.0831051,0.00538701,0.635553,0.0235677,-0.642503,-0.0573541,-0.00895473,-0.0164394,-0.999864,0.00116698,0.100098,0.000664781,0.000751602,0.1001,0.000710773,0.00375476,-0.999967,-0.00725849,-0.21763,2.70928e-05,-0.0482553,-0.217925,0.0146671,-0.0210357,0.105438,0.994203,-0.269013,0.00402941,-0.00574758,-0.0615755,0.27699,-0.010711,-0.184436,0.982786,0.264981,0.00409547,0.0193092,-0.0762245,-0.283716,
3188,28,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0.886197,0.463195,0.0102396,-0.534061,0.0134983,0.636845,-0.0657981,0.0163546,0.995569,-0.0929095,0.0145036,0.613906,0.0195963,-0.621042,-0.0481303,-0.00603089,-0.028089,-0.999604,0.00174017,0.120547,0.000485088,-0.0196687,0.121152,0.00257575,3.31069e-05,-1,0.000898539,-0.221843,2.22272e-05,0.0963866,-0.221957,-0.130159,-0.0190538,0.227969,0.973482,-0.262251,0.00346466,-0.00281606,-0.0763378,0.287216,-0.0170584,-0.151008,0.988385,0.2597,0.00377814,-0.0103695,-0.0523161,-0.270924,
3204,33,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0.990993,0.133273,-0.013055,-0.660113,0.0219269,0.674353,-0.0622119,-0.00956045,0.994295,-0.106292,-0.00887353,0.643068,0.0223549,-0.652641,-0.0556056,0.00677158,-0.0178791,-0.999839,-0.00156405,0.0988592,0.000850683,0.00771607,0.0987409,-0.00235683,0.00195172,-0.999984,-0.0052534,-0.213714,1.21417e-05,0.0247877,-0.213701,0.00606677,0.00850227,0.166307,0.986037,-0.261162,0.00370015,-0.00548867,-0.0647241,0.275824,0.0139535,-0.189268,0.981826,0.26145,0.00393408,-0.0152939,-0.0634022,-0.278295,
