id,mold,eside,eback,efront,ematerial,ebathtype,elength,m1,m2,m3,m4,m5,m6,m7,m8,backA,backB,backC,backD,backK,back-cx,back-cy,back-cz,back-planarity,frontA,frontB,frontC,frontD,frontK,front-cx,front-cy,front-cz,front-planarity,bottomA,bottomB,bottomC,bottomD,bottomK,bottom-cx,bottom-cy,bottom-cz,bottom-planarity,topA,topB,topC,topD,topK,top-cx,top-cy,top-cz,top-planarity,rightA,rightB,rightC,rightD,rightK,right-cx,right-cy,right-cz,right-planarity,leftA,leftB,leftC,leftD,leftK,left-cx,left-cy,left-cz,left-planarity,heightFront,heightBack,heightRatio,lengthTop,lengthDown,lengthRatio,slopeBack,slopeFront,slopeDown,slopeSide,parallelismCos,parallelismTop,parallelismDown,parallelismRatio
75,75,0,1,1,1,0,1,23.1875,49.375,13.6875,13.1875,46.5625,20.75,20.8125,20.8125,0.993381,0.114279,0.0115702,-0.592032,0.00962246,0.597783,-0.0172465,0.0152828,0.278443,0.99408,-0.108504,0.00556431,0.595824,0.00930174,-0.599758,-0.0034894,0.00100551,0.267477,-0.0144716,-0.999877,0.00597349,0.15463,0.000376427,-0.000965166,0.154674,0.00188604,0.213,-0.0005601,-0.999998,-0.00196025,-0.175129,3.987e-06,0.0186669,-0.175099,-0.0207393,0.526393,-0.0143195,0.119235,0.992763,-0.275228,0.00148064,-0.00970929,-0.0109539,0.27841,0.338088,-0.0158649,-0.127589,0.9917,0.26814,0.00180512,-0.00642497,-0.00768203,-0.271475,0.261474,0.339816,0.323966,0.953358,1.23458,1.1608,0.940236,0.114843,0.107948,0.999903,0.123427,0.999999,1.00302,0.99549,0.992491,
76,76,2,2,1,0,0,2,22.5625,54.625,13.0625,12.0625,47.0625,16.8125,20.125,19.6875,0.838079,0.545443,0.0107339,-0.49146,0.00257265,0.599946,-0.0208175,0.0011112,0.198697,0.985332,-0.170649,0.000948663,0.658874,0.00370712,-0.66936,-0.00387367,0.00619819,0.269737,-0.0322808,-0.999476,-0.00257954,0.142613,6.57653e-05,-0.0424632,0.144064,-0.00190251,0.677278,0.000692527,-0.999994,-0.00349393,-0.168646,5.27763e-05,-0.00585555,-0.168587,-0.0183264,0.434211,-0.0221179,0.133842,0.990756,-0.25722,0.00240338,-0.0423038,-0.0181936,0.261134,0.175316,0.0203948,-0.0985132,0.994927,0.252798,0.00256086,-0.0380906,-0.0182314,-0.255111,0.144718,0.337525,0.351491,1.04138,1.39377,1.14512,0.821597,0.544894,0.171331,0.999456,0.116196,0.999084,0.897946,0.885925,0.986613,
77,77,0,2,1,0,0,2,21.5625,53.125,13.25,12.125,44.5,18.5,18.6875,18.5625,0.826571,0.562714,0.0115536,-0.454257,0.00796142,0.5639,-0.0212684,0.0105093,0.107895,0.983063,-0.182714,0.0142211,0.626487,0.00867167,-0.638501,-0.00758417,-0.0131053,0.271875,-0.0261226,-0.999602,0.01066,0.142582,0.000212533,-0.0706337,0.144492,0.000752312,0.388133,-0.00229018,-0.99999,-0.00385279,-0.169544,8.38043e-06,0.000199425,-0.169583,0.00949821,0.624074,-0.0219353,0.131042,0.991134,-0.247839,0.000707368,-0.0562358,-0.0158304,0.250904,0.532258,-0.0131095,-0.141514,0.98985,0.246402,0.000953188,-0.0557466,-0.0190952,-0.252397,0.464664,0.331976,0.365107,1.0998,1.33444,1.06868,0.80085,0.564643,0.180481,0.999716,0.136301,0.999961,0.976933,0.963352,0.986098,
78,78,1,2,2,1,0,2,23.0625,53.875,14.9375,14.1875,50.9375,19.6875,21.5,21,0.990927,0.133332,0.0168976,-0.653181,0.00738523,0.6607,-0.0130033,0.0124175,0.128205,0.995575,-0.0938331,0.00505638,0.646901,0.00852593,-0.650689,-0.00990435,-0.00412731,0.0712401,-0.0159258,-0.999852,0.00658472,0.168804,0.000276224,-8.84069e-05,0.168815,-0.00238737,0.390805,0.00252162,-0.999968,0.00752804,-0.190698,9.327e-06,-0.020127,-0.19079,-0.00464087,0.481905,-0.00824455,0.0936614,0.99557,-0.2696,0.00188089,0.00490599,-0.0109508,0.27187,0.17675,-0.00647498,-0.0639593,0.997931,0.269604,0.00203196,-0.00182563,-0.0111279,-0.270887,0.192217,0.372951,0.350769,0.940523,1.35239,1.27085,0.939707,0.130852,0.0963446,0.99983,0.0788192,0.999998,0.996673,0.989372,0.992675,
79,79,2,2,2,0,0,2,21.125,53.3125,13.1875,12.25,46.9375,16.375,18.875,18.6875,0.897964,0.440004,0.00759543,-0.528874,0.00916623,0.598225,-0.0189568,0.00393925,0.0980392,0.985302,-0.170489,-0.010621,0.634587,0.00631932,-0.64437,-0.00359542,0.0282598,0.19322,-0.0238588,-0.999714,-0.00171261,0.148925,0.000108823,-0.0348254,0.149791,0.00438527,0.604091,0.00226002,-0.999989,0.00408195,-0.168059,8.26013e-06,-0.0122015,-0.168134,-0.0110032,0.698718,-0.0072395,0.15306,0.98819,-0.245745,0.00047621,-0.0352443,-0.00762524,0.249604,0.47651,0.0478122,-0.114749,0.992243,0.232868,0.00166233,-0.0558269,-0.0133429,-0.233541,0.122112,0.338134,0.337507,0.998146,1.34402,1.13824,0.846892,0.437986,0.172725,0.999659,0.133982,0.998462,0.869148,0.851444,0.979631,
80,80,1,2,2,1,0,2,23.5,53.75,15.1875,14.5625,50,17.375,19.9375,19.25,0.988813,0.14874,0.0111996,-0.636118,0.0155278,0.645567,-0.0154107,0.00574446,0.0826667,0.991433,-0.130579,-0.00298758,0.641359,0.0152402,-0.648763,-0.0141693,0.00114963,0.0359897,-0.0136667,-0.999907,-3.263e-05,0.171409,0.000420706,-0.00437117,0.171485,0.000690732,0.298354,0.000885376,-0.999997,0.00244493,-0.191807,6.07334e-06,0.00259672,-0.191782,0.00964322,0.544732,-0.00588824,0.167798,0.985804,-0.258132,0.00329596,-0.00994415,-0.0084741,0.263232,0.125958,-0.00512257,-0.168846,0.985629,0.258207,0.00347002,-0.00317673,-0.0109936,-0.263872,0.098081,0.375572,0.358156,0.953628,1.34431,1.24211,0.923972,0.147874,0.131457,0.999894,0.168324,1,0.998952,0.985593,0.986627,
81,81,2,2,2,0,0,2,22.5625,54.125,13.1875,12.0625,47.5625,17.75,20.0625,20.4375,0.893508,0.445949,0.052652,-0.529914,0.00728576,0.605169,-0.0228133,-0.0120802,0.0570652,0.985225,-0.164836,-0.0464903,0.640012,0.0112311,-0.652031,-0.0142393,-0.00082881,0.0900322,-0.0269031,-0.999616,-0.00661536,0.136491,0.000211642,-0.0279494,0.137366,-0.010661,0.349308,0.000623716,-0.999999,0.00156369,-0.174327,2.77293e-06,-0.0647558,-0.174392,-0.0156217,0.517921,-0.024435,0.133001,0.990815,-0.25153,0.00222494,-0.0450565,-0.0160047,0.254899,0.0874636,0.0379221,-0.15163,0.98771,0.265225,0.00109099,-0.0354095,-0.0135083,-0.26924,0.151147,0.332699,0.331182,0.99544,1.3598,1.15709,0.850929,0.44601,0.16563,0.999621,0.142388,0.998014,0.85986,0.841741,0.978928,
82,82,0,1,1,0,0,1,23.375,48.5625,13,12.375,45.5,20,20.25,20.3125,0.99235,0.118303,0.0352977,-0.572083,0.0124002,0.577607,-0.0143173,0.0166771,0.238938,0.991208,-0.130379,0.0225189,0.581862,0.0127105,-0.587746,-0.00834849,-0.0165138,0.252101,-0.0203549,-0.999792,-0.000950907,0.149081,7.08924e-05,-0.0221704,0.149562,0.00150239,0.682018,-0.000459816,-1,0.000181911,-0.169756,2.51804e-06,0.0112742,-0.169762,-0.00364088,0.669104,-0.0322787,0.134236,0.990424,-0.266233,0.00197674,-0.00847907,-0.00859522,0.269696,0.422067,-0.0311184,-0.15789,0.986966,0.262755,0.00213438,-0.00748133,-0.0076534,-0.267685,0.439799,0.332992,0.309932,0.930749,1.20558,1.12569,0.933731,0.118833,0.129956,0.999802,0.146136,0.999999,0.997579,0.983926,0.986315,
83,83,1,1,1,1,0,2,24,53.75,13.1875,12.375,50.6875,19.0625,21.5625,20.5,0.989637,0.143586,-0.00116971,-0.633162,0.0243888,0.642869,-0.0212038,0.00039566,0.0401235,0.992965,-0.116807,0.0193859,0.647234,0.0240981,-0.652483,-0.00623511,-0.0035754,0.0507042,-0.0205633,-0.999751,0.00870754,0.143616,0.000482905,-0.00914079,0.14384,7.15823e-05,0.186961,0.00394491,-0.99997,0.00667464,-0.166418,1.35302e-05,0.0119527,-0.166489,-0.0169673,0.406427,-0.00592678,0.129949,0.991503,-0.264617,0.00475655,-0.0138273,-0.0131693,0.268528,0.0065189,0.00162407,-0.114479,0.993424,0.260977,0.00496372,-0.0174122,-0.0114289,-0.263993,0.0361757,0.327995,0.297771,0.907854,1.33531,1.25444,0.939438,0.139681,0.120746,0.9997,0.122219,0.999971,0.984719,0.968469,0.983498,
84,84,0,1,1,1,0,1,22.0625,49.625,13.1875,12.3125,47,19.625,19.6875,19.8125,0.993697,0.112026,-0.00396658,-0.597099,0.0181628,0.603322,-0.0214848,0.00334585,0.0473186,0.990009,-0.140877,0.00603411,0.588511,0.0163111,-0.595655,-0.00842859,0.000962353,0.0780347,-0.0247855,-0.999693,-0.000222173,0.145813,0.000395757,0.00914515,0.14563,0.003476,0.288009,0.000133988,-0.999999,-0.00131727,-0.167835,3.2452e-06,-0.00384187,-0.167834,-0.00163259,0.766831,-0.00356793,0.109553,0.993975,-0.258849,0.00222377,-0.00868973,-0.0126026,0.261776,0.155653,-0.00618168,-0.129465,0.991565,0.251203,0.00225747,-0.00581165,-0.0147256,-0.255298,0.15864,0.331268,0.30099,0.908602,1.23817,1.15817,0.935391,0.111893,0.141012,0.999689,0.119512,0.999996,1.00596,0.991953,0.98608,
85,85,0,4,1,0,0,2,22.6875,54.1875,13.4375,12.25,48.125,19.5625,19.8125,20,0.892081,0.451578,0.0163898,-0.519681,0.0183386,0.596811,-0.0289114,0.0202945,0.0526316,0.988924,-0.148045,0.0105799,0.649802,0.0117208,-0.658215,-0.00836476,-0.0109531,0.27193,-0.0316423,-0.999489,-0.00460817,0.141213,0.000152323,-0.0483087,0.142814,0.000231329,0.514463,-0.000810372,-0.999999,-0.00149762,-0.1735,3.1183e-06,0.0113533,-0.173514,0.00324564,0.427723,-0.0331998,0.123136,0.991834,-0.260871,0.00178283,-0.0589526,-0.0186807,0.263365,0.487692,-0.0273613,-0.154607,0.987597,0.256174,0.00164662,-0.0461792,-0.016379,-0.263234,0.48265,0.338087,0.334944,0.990703,1.35367,1.15289,0.851679,0.452362,0.147251,0.999525,0.138937,0.999983,0.985972,0.965567,0.979304,
86,86,0,4,1,0,0,2,24.5,54.75,16.9375,16.4375,46.25,19.125,19.6875,19.5625,0.920258,0.391289,-0.00427672,-0.519528,0.0264288,0.576101,-0.0271745,8.04831e-05,0.0521236,0.982316,-0.187116,0.00660108,0.640482,0.0134845,-0.656322,-0.0223249,0.00847735,0.270213,-0.0112624,-0.999893,-0.00931382,0.18926,0.00129826,-0.0711537,0.190029,0.00570354,0.084855,-0.000326915,-1,0.000559309,-0.217134,4.65949e-06,0.0380399,-0.217148,-0.00192109,0.513863,0.0190706,0.187459,0.982087,-0.267936,0.00350133,-0.0422646,-0.0253442,0.278481,0.181256,0.000934662,-0.198949,0.980009,0.258602,0.00373625,-0.0444452,-0.0220345,-0.268308,0.234555,0.42042,0.435915,1.03686,1.35041,1.10127,0.815508,0.391594,0.186799,0.99994,0.19322,0.99983,1.0407,1.03419,0.993747,
87,87,1,2,2,1,0,2,23.25,53.9375,15.125,14.625,46.4375,17.375,19.875,19.125,0.906208,0.42281,0.00438439,-0.522068,0.0165286,0.584736,-0.0185214,0.00147017,0.025463,0.992303,-0.123695,0.00581321,0.652488,0.0155279,-0.659288,-0.0141726,-0.00478852,0.0906736,-0.0129779,-0.999837,-0.0125415,0.173296,0.00047051,-0.0543573,0.17403,-4.35137e-06,0.29185,0.00218985,-0.999982,-0.00556256,-0.192928,9.06146e-06,0.000796469,-0.192932,0.000493033,0.522901,-0.0160915,0.148041,0.98885,-0.257929,0.003472,-0.0491095,-0.0144572,0.262203,0.150685,-0.0010802,-0.138883,0.990308,0.25941,0.00297651,-0.0486557,-0.0106053,-0.263489,0.121071,0.378954,0.395411,1.04343,1.34723,1.13326,0.841182,0.420829,0.12587,0.999885,0.143466,0.999885,0.966644,0.955338,0.988303,
88,88,2,2,1,0,0,2,24.0625,52.8125,15.5,14.5625,44,18.5,21.5,20.4375,0.849816,0.526986,0.00993597,-0.473559,0.00315644,0.566838,-0.015498,0.00181478,0.267003,0.983793,-0.179298,-0.00179631,0.632172,0.00394017,-0.643888,-0.00712537,-0.00174358,0.272,-0.0295165,-0.999518,-0.00958162,0.17315,0.000198948,-0.0524248,0.174794,-0.00129653,0.56612,0.00283008,-0.999996,0.000789137,-0.196606,5.52581e-05,0.0435802,-0.196484,-0.00052901,0.584356,-0.0220863,0.104698,0.994259,-0.272004,0.00224794,-0.0488293,-0.0193001,0.274522,0.133504,0.0111988,-0.0998471,0.99494,0.272934,0.00207002,-0.0392822,-0.016568,-0.275542,0.167085,0.396169,0.416967,1.0525,1.35673,1.06643,0.786027,0.524605,0.182082,0.999477,0.102288,0.99944,0.926936,0.920523,0.993082,
89,89,0,2,1,1,0,1,23.5625,48.6875,14.625,13.75,42.25,20.8125,21,21,0.891837,0.451961,0.0189326,-0.455971,0.0138723,0.525843,-0.0290366,0.00677607,0.124122,0.997105,-0.0747155,0.0140981,0.590922,0.0158031,-0.593763,-0.016581,-0.00830507,0.136585,-0.0283295,-0.999595,0.0027532,0.156879,0.000427871,-0.0601729,0.158644,-0.00129734,0.321389,0.00120067,-0.999995,0.00298553,-0.188604,9.4905e-06,0.00954426,-0.18854,0.0177027,0.653641,-0.0186069,0.119432,0.992668,-0.269581,0.00281963,-0.0471984,-0.018471,0.27291,0.188513,-0.0118086,-0.133042,0.99104,0.271287,0.00333318,-0.0365089,-0.022632,-0.277213,0.202899,0.363736,0.372652,1.02451,1.21313,1.01793,0.839088,0.450971,0.0759202,0.999564,0.126249,0.999977,0.98675,0.972058,0.985111,
90,90,0,1,1,1,0,0,21.9375,42.625,11.5,10.8125,40.375,20.1875,20.125,20.125,0.984745,0.173778,0.00887886,-0.493101,0.0167717,0.503467,-0.01555,0.00192632,0.197232,0.998737,-0.0494302,0.00900411,0.51492,0.0203136,-0.515986,-0.00948319,-0.00600375,0.181507,-0.0155189,-0.99981,0.0118356,0.12723,0.00058863,-0.0111037,0.127406,-0.00172607,0.188264,0.00266901,-0.999986,0.00462577,-0.144958,3.4875e-06,-0.00234186,-0.145003,-0.00801877,0.625304,-0.0063296,0.141498,0.989918,-0.258385,0.00368007,-0.0113297,-0.00863383,0.262178,0.136861,0.00286973,-0.127019,0.991896,0.256461,0.00388822,-0.0165602,-0.00988963,-0.259774,0.071161,0.281845,0.267436,0.948878,1.04887,0.988582,0.942518,0.171156,0.0520978,0.999835,0.134264,0.999957,0.984052,0.972857,0.988623,
91,91,1,2,2,0,0,2,24.1875,53.625,15.5625,14.1875,45.3125,16.375,21.5,20.75,0.877875,0.478161,-0.0264229,-0.498013,0.00629518,0.578787,-0.022224,-0.020303,0.151163,0.985236,-0.170936,-0.00950207,0.636678,0.00798975,-0.647549,-0.00821963,0.0099342,0.158055,-0.0352915,-0.999355,0.00665567,0.167271,0.000228197,-0.0393729,0.168732,-0.00556619,0.380589,0.00296879,-0.999976,0.00630159,-0.19718,7.3679e-06,-0.0525971,-0.197447,-0.0169529,0.539683,-0.0121894,0.114836,0.99331,-0.26328,0.00357059,-0.0464272,-0.0161189,0.266347,0.152031,0.0776457,-0.0974621,0.992206,0.271003,0.00393,-0.0704029,-0.0180891,-0.269399,0.122013,0.394041,0.393342,0.998226,1.35426,1.09943,0.811831,0.475718,0.173869,0.999268,0.106305,0.99592,0.810239,0.804255,0.992615,
92,92,0,1,1,1,0,2,23.25,54.0625,13.875,13.125,50.25,20.5,20.5,20.5,0.97155,0.236151,0.0179758,-0.628646,0.0126219,0.650627,-0.0155558,0.0112802,0.0196078,0.996127,-0.087649,0.00693896,0.651542,0.0131518,-0.654265,-0.0025453,-0.00490149,0.21466,-0.0179194,-0.999824,0.00555571,0.156729,0.000170744,-0.00567724,0.156843,-0.00261239,0.441148,0.00121124,-0.999996,0.00257744,-0.175735,4.22496e-06,0.00124154,-0.175697,0.0145845,0.498333,-0.0121133,0.131277,0.991272,-0.272911,0.00185973,-0.00970215,-0.00662884,0.276074,0.0998767,-0.0115607,-0.135996,0.990642,0.273635,0.00177181,-0.00668773,-0.00731552,-0.277303,0.0979444,0.346072,0.330055,0.953718,1.35907,1.25099,0.92047,0.235012,0.0888576,0.999817,0.133645,1,0.9995,0.986887,0.98738,
93,93,0,4,1,0,0,2,23,53.0625,16.875,15.9375,41.75,16.75,17.75,17.875,0.836422,0.548082,0.00207726,-0.423423,0.0181669,0.527269,-0.0320809,-0.00623657,0.0838323,0.986641,-0.162903,0.00129787,0.609577,0.0215871,-0.621637,-0.0230578,0.000232563,0.162281,-0.0257872,-0.999667,-9.51232e-05,0.188566,0.000455313,-0.0941771,0.191058,-0.00139688,0.43555,0.000884997,-0.999998,0.00186399,-0.216526,1.01992e-05,0.0391635,-0.216485,0.00382243,0.555556,0.00235414,0.188328,0.982103,-0.237613,0.00387076,-0.0644282,-0.0169302,0.245344,0.30402,0.0111374,-0.171621,0.9851,0.242079,0.00337023,-0.0548318,-0.0164184,-0.247981,0.316327,0.426512,0.471711,1.10597,1.30147,0.973766,0.748207,0.547343,0.163776,0.999644,0.179983,0.99996,0.980449,0.958041,0.977146,
94,94,0,1,1,0,0,2,23.5625,54.25,14.75,14,44.5,20,20.6875,20.4375,0.815658,0.578533,0.000799655,-0.445474,0.0075802,0.560042,-0.0195802,-0.001229,0.260486,0.992155,-0.125015,-0.000308315,0.648485,0.0138711,-0.654346,-0.00580983,-0.00335076,0.230576,-0.0270143,-0.999635,0.000160746,0.166569,8.24149e-05,-0.0981265,0.169282,0.00135427,0.534632,0.000238063,-1,-0.00078824,-0.193348,6.37172e-06,0.011485,-0.193367,0.0275158,0.377778,-0.00184663,0.107828,0.994168,-0.268479,0.00242745,-0.059806,-0.0158611,0.271664,0.455446,0.00263785,-0.134367,0.990928,0.268493,0.0021549,-0.0468375,-0.0229329,-0.273936,0.355392,0.380192,0.426705,1.12234,1.36117,1.06719,0.784019,0.578339,0.125252,0.999629,0.121099,0.99999,0.989729,0.976527,0.986662,
95,95,0,4,1,0,0,2,23.625,53.125,15.375,14.125,44.75,20.0625,20.625,19.1875,0.875886,0.48245,0.00812673,-0.475675,0.0201869,0.558645,-0.0282268,-0.00200707,0.0596026,0.987142,-0.159727,0.00618321,0.616622,0.0185182,-0.626294,-0.010279,-0.00364079,0.227907,-0.0365009,-0.999325,0.00419599,0.164208,0.000192277,-0.0587213,0.166451,-0.00314454,0.472313,-0.00113525,-0.999997,-0.0023217,-0.198607,5.02953e-06,0.0549162,-0.198721,0.0217793,0.439394,0.00041274,0.13319,0.99109,-0.267087,0.00346084,-0.0419853,-0.0221013,0.272476,0.337612,-0.000693675,-0.120577,0.992704,0.272512,0.0033767,-0.0446694,-0.0148154,-0.276346,0.38482,0.388883,0.395903,1.01805,1.30955,1.05714,0.807251,0.48346,0.158609,0.999374,0.126881,0.999999,1.00181,0.982758,0.980985,
96,96,0,4,4,1,0,2,23.3125,54.125,13.1875,12.4375,51.75,21.5625,22.875,22.875,0.987077,0.160108,0.00665407,-0.622155,0.0342138,0.633085,-0.0173711,0.00497706,0.0293333,0.999806,-0.0196435,-0.00132719,0.642646,0.0338672,-0.642916,-0.00717429,-0.00267391,0.0394089,-0.0204995,-0.999773,0.00582596,0.144035,0.000551891,-0.00695775,0.144196,-0.00241108,0.218803,-1.19928e-06,-0.999999,0.0013518,-0.168654,3.39295e-06,-0.0104195,-0.168649,0.00412092,0.457701,-0.0111869,0.0528811,0.998538,-0.281273,0.00479163,-0.0179724,-0.0134611,0.282197,0.0657895,-0.0103776,-0.0432432,0.999011,0.278566,0.00497207,-0.022133,-0.0127734,-0.279625,0.0701058,0.325874,0.304196,0.93348,1.30376,1.24893,0.957944,0.160113,0.0196423,0.99979,0.0480652,1,0.998228,0.993734,0.995498,
97,97,0,1,1,1,0,2,23.8125,53.4375,14.3125,13.0625,49.25,20.1875,20.4375,20.625,0.971139,0.238509,-0.00141019,-0.59708,0.0181429,0.621637,-0.0277515,-0.00211259,0.0703125,0.992433,-0.122562,-0.00747883,0.651916,0.0188491,-0.658133,-0.0105519,0.00758434,0.0522388,-0.0357312,-0.999329,-0.00804973,0.151566,0.000645233,-0.0189494,0.152311,0.0042451,0.13417,0.000293702,-1,0.000565755,-0.179777,6.70771e-06,0.0181944,-0.179772,-0.00179974,0.399638,0.00478464,0.164597,0.986349,-0.272936,0.00265208,-0.0360414,-0.0126536,0.278999,0.101343,0.00459019,-0.173741,0.984781,0.271317,0.00284359,-0.0248593,-0.014614,-0.277972,0.120381,0.357018,0.319661,0.895363,1.33803,1.2188,0.91089,0.238224,0.122857,0.999351,0.16917,1,1.00063,0.971012,0.970401,
98,98,0,4,1,0,0,1,22.875,47.875,15.5,14.4375,39.875,19.25,19.3125,19.4375,0.89605,0.443953,0.000103676,-0.432118,0.0183021,0.497621,-0.0310291,0.00643591,0.0521542,0.986131,-0.165958,0.00166651,0.560154,0.00887636,-0.569832,-0.0107478,-0.00530087,0.305263,-0.036789,-0.999316,-0.00370321,0.171638,0.000409211,-0.0553403,0.173782,0.00289184,0.201011,-0.00110282,-0.999996,-0.00261046,-0.199629,3.86158e-06,0.0407251,-0.199758,0.0316896,0.456464,-0.0168022,0.128278,0.991596,-0.259654,0.001771,-0.0522993,-0.0158718,0.263021,0.465015,-0.0133531,-0.143176,0.989607,0.254321,0.00192684,-0.0552404,-0.015917,-0.26004,0.412766,0.39595,0.398552,1.00657,1.18312,0.941089,0.795428,0.444941,0.164871,0.999363,0.135745,0.999994,0.992217,0.973234,0.980869,
99,99,0,4,4,1,0,1,22.875,50.0625,12.25,11.6875,48.625,20.5625,22.25,21.8125,0.995401,0.0938063,0.0194013,-0.582261,0.0375006,0.586543,-0.0181278,0.00594089,0.00887574,0.999399,-0.0340732,0.00642634,0.594674,0.0344247,-0.595241,-0.00667185,-0.00279008,0.0419948,-0.0220739,-0.999742,0.00539913,0.136532,0.000240084,-0.00328802,0.136641,0.000292524,0.386207,-3.07565e-06,-1,0.00066343,-0.159446,2.57216e-06,0.0173455,-0.159449,-0.0040833,0.462758,0.00103143,0.0697744,0.997562,-0.269986,0.00574385,-0.0141624,-0.0127628,0.271553,0.0682148,-9.30874e-05,-0.0546758,0.998504,0.270709,0.00574152,-0.0113088,-0.0156825,-0.271975,0.0452555,0.309219,0.284608,0.920409,1.20044,1.16351,0.969238,0.093827,0.0340709,0.999756,0.0622254,0.999999,1.00223,0.996214,0.993994,
100,100,1,4,4,1,0,2,23.875,53.8125,13.5625,12.8125,51.9375,19.0625,22,21.3125,0.99641,0.0846578,0.000541551,-0.638368,0.0390022,0.641634,-0.0111401,-0.0348791,0.00817439,0.997854,-0.0654429,-0.00225306,0.634075,0.035145,-0.63588,-0.00552053,-0.0350004,0.0226131,-0.0196208,-0.999802,-0.00341269,0.155698,0.000138985,0.0172065,0.155505,-0.0333461,0.594243,-0.000632537,-0.999998,-0.00206103,-0.170083,2.28227e-06,-0.00670723,-0.169996,-0.0404007,0.453333,-0.00808267,0.110099,0.993888,-0.235874,0.00639182,-0.0136331,-0.00437501,0.237698,0.0717822,-0.00398367,-0.115289,0.993324,0.303862,0.00681903,-0.00884037,-0.0012028,-0.306079,0.0482353,0.338435,0.315064,0.930944,1.30184,1.25325,0.962681,0.0852881,0.0648119,0.99982,0.112697,0.999992,0.990512,0.979074,0.988452,
101,101,2,2,2,0,0,2,21.5625,53.25,13.3125,12.3125,46.875,16.375,18.5625,18.6875,0.905414,0.42453,0.000623412,-0.52967,0.00922152,0.595396,-0.0221654,0.000265362,0.0786517,0.983019,-0.182464,0.0194995,0.631288,0.00641221,-0.642408,-0.00388021,-0.0254459,0.250814,-0.028085,-0.999592,0.00513183,0.146951,0.000109985,-0.0338448,0.147906,-0.0108519,0.56465,0.000765961,-0.999998,0.00192953,-0.171633,5.6661e-06,-0.00888558,-0.17162,0.01051,0.690516,-0.0541812,0.140918,0.988538,-0.231597,0.00166652,-0.0438786,-0.0121173,0.233605,0.113122,-6.29748e-05,-0.140195,0.990124,0.247739,0.000646731,-0.0357957,-0.018645,-0.252853,0.517422,0.341998,0.335179,0.980061,1.33936,1.13506,0.847464,0.423836,0.183252,0.999584,0.14066,0.998505,0.871587,0.850258,0.975529,
102,102,0,4,1,0,0,3,23.5,61.3125,15.375,14.125,52.6875,19.6875,20.5,20.5625,0.852344,0.522915,0.00838508,-0.545906,0.0224683,0.656911,-0.0269529,0.0102496,0.0442478,0.984127,-0.177461,0.00150976,0.715756,0.0178782,-0.729569,-0.0126052,-0.00286828,0.154023,-0.0281803,-0.999602,0.00116285,0.167333,0.000137627,-0.0638163,0.169198,-0.000190228,0.610202,0.000916358,-0.999997,0.00227215,-0.195371,6.95006e-06,0.0297935,-0.195341,0.00170181,0.2749,-0.00910209,0.117861,0.992988,-0.26453,0.00271944,-0.0442071,-0.0139701,0.267651,0.444079,-0.0138614,-0.115474,0.993214,0.266347,0.0026346,-0.0405851,-0.0151469,-0.270494,0.409344,0.389212,0.406667,1.04485,1.52257,1.24134,0.815292,0.522152,0.178363,0.999577,0.116675,0.999988,1.01329,0.995474,0.982422,
103,103,2,2,2,0,0,3,24.75,60.375,15.1875,14.1875,53,17.3125,21.75,22,0.891156,0.437637,0.119646,-0.574472,0.0140563,0.64592,-0.0215493,0.06927,0.0690476,0.979426,-0.146014,0.139297,0.715875,0.00998645,-0.715457,-0.00875717,-0.117852,0.0881543,-0.0290656,-0.999564,-0.00523501,0.168608,8.65677e-05,-0.0355126,0.169771,-0.0108409,0.664234,-0.000738272,-0.999998,-0.00169474,-0.197325,6.55124e-06,0.00944274,-0.197374,0.0244864,0.532495,-0.164426,0.106813,0.980589,-0.266896,0.00638445,-0.0854702,-0.0147616,0.259456,0.0455038,-0.112309,-0.119305,0.986485,0.280702,0.00298794,-0.00134854,-0.0151613,-0.286535,0.0820225,0.389999,0.389295,0.998195,1.48788,1.26113,0.847602,0.441466,0.146722,0.999599,0.114177,0.998608,0.875824,0.86273,0.985049,
104,104,2,2,2,0,0,3,24.75,60,14.875,13.8125,52.9375,17.3125,21.75,22,0.893222,0.433152,-0.120556,-0.587181,0.0104237,0.659325,-0.0219395,-0.0643722,0.101449,0.97989,-0.136424,-0.145616,0.728877,0.00881925,-0.72922,-0.00603942,0.104007,0.0738636,-0.0239841,-0.999657,0.0105615,0.16677,5.86917e-05,-0.0367349,0.167802,0.00880537,0.67427,0.00108373,-0.999994,0.00333107,-0.19082,9.288e-06,0.0239402,-0.190841,-0.0140128,0.626609,0.0909839,0.125052,0.98797,-0.279252,0.00318205,0.0112209,-0.0188192,0.284001,0.0768335,0.14756,-0.111219,0.98278,0.266632,0.00528709,-0.10134,-0.0147391,-0.257756,0.0465632,0.37955,0.380194,1.0017,1.50526,1.28922,0.856478,0.435359,0.138967,0.999686,0.119014,0.998365,0.865613,0.851358,0.983533,
