id,mold,eside,eback,efront,ematerial,ebathtype,elength,m1,m2,m3,m4,m5,m6,m7,m8,backA,backB,backC,backD,backK,back-cx,back-cy,back-cz,back-planarity,frontA,frontB,frontC,frontD,frontK,front-cx,front-cy,front-cz,front-planarity,bottomA,bottomB,bottomC,bottomD,bottomK,bottom-cx,bottom-cy,bottom-cz,bottom-planarity,topA,topB,topC,topD,topK,top-cx,top-cy,top-cz,top-planarity,rightA,rightB,rightC,rightD,rightK,right-cx,right-cy,right-cz,right-planarity,leftA,leftB,leftC,leftD,leftK,left-cx,left-cy,left-cz,left-planarity,heightFront,heightBack,heightRatio,lengthTop,lengthDown,lengthRatio,widthTopFront,widthTopBack,widthDownFront,widthDownBack,widthTopRatio,widthDownRatio,slopeBack,slopeFront,slopeDown,slopeSide,parallelismCos,parallelismTop,parallelismDown,parallelismRatio
2541,276,0,4,2,1,0,2,0,0,0,0,0,0,0,0,0.826752,0.562566,0.000856016,-0.503607,0.0182114,0.600293,0.0130034,-0.00104396,0.079922,0.988832,-0.148617,0.0111498,0.543741,0.0219718,-0.547319,0.0168854,-0.00227836,0.158129,-0.0213172,-0.999749,-0.00695531,0.234303,0.000769884,-0.01976,0.234769,0.00195621,0.29396,0.00512133,-0.999952,0.00829426,-0.17557,4.29091e-05,0.114596,-0.175039,-0.00569186,0.487465,-0.00309488,0.181165,0.983448,-0.252693,0.00452282,0.015616,0.0214088,0.253051,0.313348,-0.00210476,-0.153225,0.988189,0.253969,0.00452218,0.0175015,0.016132,-0.254465,0.38412,0.423556,0.397883,0.939386,1.3028,0.969463,0.744139,0.573897,0.572937,0.430265,0.438262,0.998329,1.01859,0.558324,0.153689,0.99965,0.167209,1,1.00167,0.981752,0.980111,
2542,464,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0.784051,0.620666,0.00616804,-0.533543,0.0193225,0.641762,0.0489667,-0.00370232,0.0238095,0.996824,-0.0794438,-0.00556214,0.658282,0.0143544,-0.655574,0.059968,0.00478737,0.221983,-0.0263308,-0.999641,0.00501744,0.264775,0.000546149,-0.0683475,0.266648,-0.00441451,0.15519,0.00229835,-0.999993,0.00310133,-0.147961,3.56447e-05,-0.0298005,-0.148017,0.00438187,0.0588235,0.02131,0.119628,0.99259,-0.26967,0.00331794,-0.00323171,0.0490248,0.265844,0.409403,-0.00634292,-0.12468,0.992177,0.274967,0.00316998,-0.0104673,0.0495512,-0.270976,0.411306,0.431103,0.399045,0.925638,1.4686,1.11925,0.762123,0.604346,0.562696,0.497244,0.473429,0.931082,0.952106,0.618874,0.0817359,0.99959,0.122168,0.999612,1.07402,1.0503,0.977919,
2543,341,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0.858066,0.51354,0.000812469,-0.485588,0.0180367,0.534185,0.053014,-0.00382069,0.0604752,0.999622,-0.0209848,-0.0177493,0.546331,0.0135743,-0.545012,0.0591438,0.0159636,0.164557,-0.0227107,-0.999698,0.00939277,0.267289,0.000667358,-0.0623505,0.268812,0.00274203,0.192837,0.00188488,-0.999998,0.000970739,-0.140147,2.37017e-05,0.0208037,-0.140115,-0.00677132,0.102837,0.0383267,0.117387,0.992346,-0.24574,0.00327642,-0.00530664,0.0510428,0.241802,0.455189,0.00625639,-0.122572,0.99244,0.244986,0.00331812,0.00318232,0.0482366,-0.240914,0.438026,0.420921,0.39732,0.943931,1.19866,0.952467,0.794609,0.546243,0.507124,0.444226,0.418918,0.928385,0.943029,0.511922,0.0228726,0.999698,0.120023,0.999478,1.07714,1.06041,0.984471,
2544,459,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0.867089,0.498072,-0.00897697,-0.53577,0.0225637,0.592234,0.0447619,0.00501866,0.0297619,0.997436,-0.0710435,0.00856641,0.599266,0.0188103,-0.596816,0.0555068,-0.00423235,0.203501,-0.0157782,-0.999847,0.00753138,0.26226,0.000747028,-0.051626,0.26311,-0.000685535,0.122924,0.00195007,-0.999995,0.00268444,-0.150236,1.88713e-05,0.0508191,-0.150245,-0.0400143,0.0989474,-0.00440472,0.123792,0.992298,-0.267514,0.00388005,-0.00192402,0.0454341,0.263914,0.395048,-0.0171575,-0.121929,0.992391,0.265603,0.00399465,-0.00784457,0.0421143,-0.262601,0.454642,0.422816,0.404201,0.955976,1.31511,1.05315,0.800808,0.582557,0.565123,0.477475,0.468102,0.970073,0.98037,0.4964,0.0729911,0.999843,0.12287,0.999917,1.03085,1.02002,0.989496,
2545,324,0,4,2,0,1,2,0,0,0,0,0,0,0,0,0.808196,0.588866,-0.00740967,-0.494001,0.0204072,0.574032,0.0510437,-0.00171228,0.0480591,0.994564,-0.102596,-0.017772,0.585557,0.019921,-0.582386,0.0606457,0.00641172,0.152318,-0.0191419,-0.999777,0.00888919,0.272757,0.000833533,-0.0568622,0.273875,-0.00359827,0.163291,-0.000304963,-0.999992,0.0039601,-0.136594,3.09982e-05,0.0228794,-0.136559,0.0109942,0.0691489,0.0111667,0.176993,0.984149,-0.264832,0.00446749,-0.00384869,0.0514623,0.259886,0.386581,-0.00828086,-0.174354,0.984648,0.264492,0.00473327,-0.000700767,0.0474242,-0.260224,0.397655,0.419953,0.401524,0.956115,1.31373,0.977975,0.744427,0.598395,0.572508,0.447647,0.43495,0.956739,0.971635,0.589129,0.102308,0.999823,0.175682,0.999805,1.04522,1.02919,0.984669,
2546,359,0,4,4,0,1,4,0,0,0,0,0,0,0,0,0.864831,0.500997,-0.0326942,-0.671384,0.0579314,0.751629,0.0426798,0.000925189,0.00189753,0.990654,-0.0844156,0.107142,0.730968,0.0862007,-0.732337,0.0540772,-0.00849746,0.004329,-0.0108547,-0.999837,0.0144466,0.264674,0.00136529,-0.0485692,0.265229,-0.00109734,0.198246,0.000385124,-0.999999,-0.00157581,-0.149067,3.25663e-05,0.0264108,-0.149066,0.0056315,0.112132,0.0116682,0.16701,0.985886,-0.27181,0.00298382,0.0143433,0.0545832,0.266285,0.222488,-0.0141101,-0.174649,0.98453,0.270409,0.0030375,0.0109346,0.0571755,-0.264358,0.275339,0.421825,0.406763,0.964294,1.61306,1.34173,0.831794,0.625342,0.57983,0.477289,0.444784,0.92722,0.931897,0.500931,0.085288,0.999937,0.170845,0.999658,1.07849,1.07308,0.994982,
2547,359,0,4,4,0,1,4,0,0,0,0,0,0,0,0,0.890558,0.454869,0.000330342,-0.700643,0.027891,0.767996,0.036707,0.00173728,0.0220884,0.999355,-0.035837,0.00232713,0.747516,0.0182374,-0.746163,0.0510973,-0.00103496,0.225877,-0.0168222,-0.99983,-0.00758238,0.265596,0.000650019,-0.0423416,0.266319,0.00462352,0.21595,-0.000719317,-1,0.000281423,-0.150782,3.21666e-05,0.0330302,-0.150803,0.0100512,0.134775,0.0112846,0.153103,0.988146,-0.269045,0.00307403,0.00765657,0.0558607,0.26353,0.28385,-0.0140203,-0.178106,0.983911,0.268853,0.00251481,0.00819668,0.052613,-0.263608,0.212818,0.428291,0.405814,0.947521,1.61746,1.39495,0.862436,0.615337,0.574208,0.471023,0.443116,0.933161,0.940751,0.455509,0.0351183,0.99987,0.165618,0.999671,1.07163,1.06298,0.991932,
2548,346,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0.84398,0.536126,0.0163509,-0.531525,0.0234638,0.599484,0.0474133,0.00934803,0.0385439,0.996232,-0.0848056,0.0181358,0.618911,0.0103497,-0.616887,0.0495648,-0.00802924,0.295,-0.00957336,-0.99995,-0.00274222,0.25786,0.000870663,-0.0669947,0.258512,0.000808419,0.229695,0.00713931,-0.999957,-0.00600414,-0.145477,2.50391e-05,-0.0447871,-0.146096,0.0487791,0.0504451,0.00504141,0.138579,0.990339,-0.245875,0.00500669,-0.000473728,0.0492412,0.241385,0.0681115,-0.0377466,-0.138847,0.989594,0.245378,0.00396482,0.0127507,0.0527238,-0.240075,0.0752351,0.413312,0.395531,0.956981,1.3528,1.06751,0.789114,0.56559,0.50445,0.448175,0.404913,0.8919,0.90347,0.530157,0.0919311,0.99986,0.138761,0.999066,1.1212,1.10684,0.987193,
2549,523,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0.817228,0.576291,0.00529694,-0.548599,0.016415,0.661157,0.0143697,0.000420714,0.0694444,0.989914,-0.141645,0.00248667,0.647156,0.0153686,-0.649424,0.0302769,0.00277628,0.238612,-0.0349483,-0.999361,0.00750736,0.239139,0.000398096,-0.0424495,0.240772,-0.000544494,0.273484,0.00275258,-0.999991,-0.00327744,-0.168865,2.99043e-05,0.116247,-0.168422,-0.0379821,0.341637,0.0110913,0.201865,0.979351,-0.256767,0.00230139,-0.00319997,0.0230459,0.257467,0.473198,-0.000954992,-0.186439,0.982466,0.257348,0.00238694,-0.00694662,0.0249767,-0.257207,0.445581,0.431417,0.388665,0.900903,1.46707,1.13245,0.771908,0.60009,0.580446,0.428422,0.430244,0.967265,1.00425,0.574047,0.14437,0.999289,0.194152,0.999924,1.03384,0.995765,0.963168,
2550,523,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0.813954,0.580804,0.0120606,-0.546309,0.0157319,0.661381,0.0137021,0.00144013,0.0461847,0.990607,-0.136684,-0.0039214,0.645979,0.0159717,-0.647242,0.0350986,0.00496882,0.203947,-0.0352376,-0.99936,0.00613732,0.238979,0.000401689,-0.0446808,0.240709,0.000285105,0.230409,0.00148272,-0.999996,-0.00255932,-0.166473,2.87843e-05,0.101073,-0.166324,2.04202e-05,0.264331,0.0106948,0.203243,0.97907,-0.256157,0.00232573,-0.00802032,0.0262779,0.256266,0.445572,-0.00263259,-0.190023,0.981776,0.256701,0.00233737,-0.00958624,0.0260802,-0.256444,0.403974,0.428246,0.386702,0.902989,1.46437,1.13036,0.771909,0.599478,0.578763,0.426827,0.427568,0.965445,1.00174,0.579639,0.138154,0.999326,0.196635,0.999907,1.03579,0.998267,0.963771,
2551,541,1,4,2,0,1,2,0,0,0,0,0,0,0,0,0.786656,0.617384,0.00304947,-0.491393,0.0182806,0.589437,0.0448295,0.0104567,0.0455446,0.997611,-0.068983,0.00374882,0.600653,0.0174735,-0.598671,0.0496202,0.00287105,0.182844,-0.0208591,-0.999777,0.00318922,0.252401,0.000484145,-0.0566232,0.25365,0.0035358,0.198113,0.00594227,-0.999977,0.00331498,-0.147737,1.3979e-05,-0.0923598,-0.148423,-0.0404222,0.122449,0.0108833,0.133947,0.990929,-0.269925,0.00440783,0.0033735,0.0422453,0.266648,0.20815,-0.0235155,-0.122881,0.992143,0.25982,0.00454541,-0.0053812,0.0442405,-0.256526,0.198919,0.415838,0.388566,0.934417,1.34972,1.01762,0.753947,0.594713,0.545814,0.48596,0.456164,0.917778,0.938687,0.612702,0.0749104,0.999641,0.128437,0.999399,1.08959,1.06532,0.977725,
2552,541,1,4,2,0,1,2,0,0,0,0,0,0,0,0,0.788745,0.614708,-0.00406772,-0.491463,0.0191439,0.589286,0.0434351,0.00810823,0.0313725,0.997527,-0.0702499,0.00197153,0.600085,0.0178407,-0.598209,0.047806,0.00142188,0.188209,-0.0187246,-0.999825,-7.87397e-05,0.252917,0.000460848,-0.0574942,0.254037,0.00631025,0.182681,0.00607969,-0.999961,0.00638105,-0.146985,2.23131e-05,-0.0655225,-0.147614,-0.0353834,0.0874636,0.00891894,0.136314,0.990625,-0.270478,0.0042169,0.00337726,0.0415204,0.267293,0.201764,-0.0237911,-0.13101,0.991096,0.259095,0.00464214,-0.00313412,0.0428989,-0.255827,0.186766,0.414393,0.389158,0.939102,1.34643,1.0155,0.754219,0.595321,0.548661,0.482505,0.454153,0.921622,0.94124,0.609906,0.0763136,0.999692,0.133683,0.999455,1.08504,1.06243,0.979158,
2553,538,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0.865582,0.491551,-0.095635,-0.55697,0.0139525,0.63841,-0.00615407,-0.0773653,0.0733945,0.97998,-0.134746,-0.146568,0.619455,0.0124782,-0.617066,0.0123572,0.089223,0.0637584,-0.0346407,-0.999366,-0.00818254,0.155665,0.00020703,0.00358555,0.155633,0.000831881,0.33561,0.00205795,-0.999981,-0.00581004,-0.138371,9.62512e-06,0.0445035,-0.138082,-0.0343262,0.449383,0.108285,0.108592,0.988171,-0.274854,0.0042576,0.0305278,-0.00150113,0.274964,0.0712251,0.157347,-0.122627,0.9799,0.272011,0.00582702,-0.0525479,0.00435392,-0.268607,0.0490196,0.3158,0.27383,0.867099,1.36102,1.16425,0.855423,0.551158,0.61851,0.479741,0.547066,1.1222,1.14033,0.492023,0.138256,0.999326,0.116707,0.998747,0.891107,0.876936,0.984097,
2554,538,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0.867096,0.483984,-0.117912,-0.55963,0.0121697,0.636592,-0.00394791,-0.0810311,0.0512048,0.977744,-0.138105,-0.157937,0.617393,0.011914,-0.615243,0.01035,0.0912632,0.0604027,-0.0343377,-0.999386,-0.00695247,0.156024,0.000217318,0.00537873,0.15592,0.00212622,0.356445,0.00252659,-0.999977,-0.00624877,-0.138626,1.1653e-05,0.043062,-0.138307,-0.0341742,0.523316,0.10831,0.102097,0.98886,-0.275267,0.00426037,0.0274085,-0.00198474,0.275571,0.0599144,0.158242,-0.128347,0.979023,0.271508,0.00596714,-0.052677,0.00488323,-0.268171,0.038674,0.316552,0.274178,0.866138,1.35809,1.16308,0.856412,0.55057,0.618831,0.479284,0.547563,1.12398,1.14246,0.485176,0.142362,0.99932,0.116351,0.998692,0.889694,0.875304,0.983825,
2555,597,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0.875833,0.482599,0.00382331,-0.589822,0.0280425,0.677249,-0.00697786,0.00837192,0.0286344,0.991034,-0.133395,0.00753834,0.662422,0.00969909,-0.66689,0.0110299,-0.00539105,0.25814,-0.0307285,-0.999513,-0.00549688,0.185485,6.02353e-05,-0.0265987,0.186391,0.000447489,0.65613,0.00330271,-0.999988,0.00360763,-0.172886,2.11923e-05,0.0225028,-0.172991,-0.049053,0.236559,-0.0121951,0.130502,0.991373,-0.280211,0.00135848,-0.0169023,0.0013754,0.28226,0.518931,-0.0243446,-0.116847,0.992852,0.276094,0.00137574,-0.0147419,0.00450503,-0.277913,0.428105,0.380371,0.338569,0.890104,1.45938,1.2225,0.837684,0.612793,0.593747,0.51733,0.511848,0.968919,0.989404,0.479707,0.136672,0.999421,0.123699,0.999925,1.03208,1.01071,0.979295,
2556,597,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0.886266,0.462652,0.0220227,-0.597621,0.0177181,0.67683,-0.00542549,0.0127138,0.059081,0.988992,-0.147892,0.0048352,0.660325,0.0101971,-0.666191,0.00971219,-0.00653945,0.277136,-0.0304934,-0.999516,-0.00616627,0.186205,5.09423e-05,-0.0263302,0.187073,0.00406035,0.707129,0.00405324,-0.99999,0.00210031,-0.17337,1.26375e-05,0.00475188,-0.173367,-0.00684904,0.255474,-0.0154355,0.123447,0.992231,-0.279635,0.00146305,-0.018281,0.000828252,0.281437,0.536585,-0.0233741,-0.121448,0.992323,0.275217,0.00128711,-0.0131174,0.00400764,-0.277165,0.487912,0.381758,0.339294,0.888766,1.45702,1.22376,0.839908,0.608162,0.594985,0.513439,0.512853,0.978332,0.998859,0.459167,0.151901,0.999403,0.122472,0.999968,1.02215,1.00114,0.97945,
2557,406,1,4,4,1,0,2,0,0,0,0,0,0,0,0,0.740864,0.671655,-0.000627258,-0.417239,0.0361489,0.549721,0.0148466,0.00211383,0,0.989892,-0.140578,-0.0187603,0.555942,0.0523041,-0.558689,0.0205957,0.000224436,0.0207039,-0.030635,-0.99953,0.00073968,0.202866,0.000230244,-0.0209167,0.203602,-0.000106564,0.479962,0.000525706,-0.999999,-0.00108289,-0.161512,0.000154229,0.080772,-0.161471,0.0019115,0.389578,-0.046703,0.221003,0.974154,-0.311497,0.0321609,-0.0147147,0.0102699,0.316726,0.00645856,0.0226419,-0.198683,0.979802,0.313438,0.0306876,-0.00911259,0.00983247,-0.317695,0.0054407,0.381,0.352319,0.924722,1.29408,0.921179,0.711843,0.667923,0.759322,0.507981,0.585302,1.13684,1.15221,0.671266,0.141124,0.999514,0.209986,0.99748,0.879631,0.867896,0.98666,
2558,406,1,4,4,1,0,2,0,0,0,0,0,0,0,0,0.744536,0.667546,-0.00696594,-0.420335,0.0356924,0.551137,0.0150015,0.00286401,0.0017452,0.990546,-0.135173,-0.0233675,0.5546,0.0561001,-0.556966,0.0214667,-0.000107809,0.0326531,-0.0307812,-0.999526,0.000131926,0.202952,0.000221656,-0.020676,0.203685,0.000869454,0.473037,0.00139701,-0.999996,-0.00242147,-0.161095,0.000167051,0.0923491,-0.160983,0.00683295,0.368758,-0.0371426,0.236426,0.970939,-0.310198,0.0319659,-0.00730988,0.0118458,0.316318,0.00324675,0.021498,-0.204946,0.978537,0.312751,0.0308882,-0.00615812,0.00898523,-0.317594,0.0032967,0.381188,0.351478,0.922059,1.29028,0.923985,0.716112,0.677716,0.754427,0.508045,0.576374,1.11319,1.13449,0.666522,0.136594,0.999482,0.220782,0.998188,0.898319,0.881451,0.981223,
2559,518,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0.863438,0.504436,0.00429598,-0.588161,0.0211558,0.675763,0.00914165,0.0161318,0.050813,0.988047,-0.152463,0.0227676,0.659047,0.0135273,-0.662035,0.0309072,-0.00935201,0.212581,-0.0420299,-0.999116,0.000426721,0.243412,0.000604114,-0.019656,0.244457,0.00530458,0.122807,-0.00158208,-0.999952,-0.00965596,-0.173083,2.23188e-05,0.0134035,-0.173573,0.0477346,0.248744,-0.0141504,0.19697,0.980307,-0.259437,0.00228895,-0.00252018,0.0223342,0.260124,0.458182,-0.0333311,-0.208824,0.977385,0.254759,0.00202097,-0.00520542,0.0260902,-0.255257,0.473389,0.441889,0.394508,0.892775,1.47666,1.17882,0.798302,0.609992,0.582259,0.425572,0.423018,0.954535,0.993999,0.505806,0.150938,0.999182,0.202968,0.999807,1.04763,1.00604,0.960298,
2560,518,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0.868772,0.495172,0.00641146,-0.592272,0.0210439,0.676137,0.00958857,0.0180103,0.043299,0.987521,-0.156092,0.0209424,0.659478,0.013069,-0.66241,0.033139,-0.00771962,0.199134,-0.0446704,-0.998982,0.00623492,0.243154,0.000565742,-0.0175377,0.244208,0.00352077,0.144944,-0.00239564,-0.999965,-0.00804942,-0.174024,2.6282e-05,0.0754712,-0.174499,0.0357798,0.278761,-0.0164939,0.197063,0.980252,-0.259477,0.00218005,-0.00957233,0.0231158,0.259896,0.486535,-0.0326867,-0.205796,0.978049,0.254358,0.00219318,0.000141433,0.0248444,-0.254835,0.457222,0.443675,0.394088,0.888237,1.47711,1.18323,0.801039,0.606975,0.584201,0.423426,0.425515,0.962478,1.00493,0.497262,0.153759,0.999106,0.201499,0.999862,1.03898,0.995089,0.957752,
2561,482,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0.815533,0.578699,-0.00365646,-0.539886,0.0269319,0.62439,0.0530431,0.00551068,0.015625,0.998981,-0.0450943,0.00207616,0.619733,0.0189154,-0.617676,0.0598919,0.00673144,0.158031,-0.00933456,-0.999941,-0.00563927,0.25223,0.000787888,-0.0469288,0.252621,0.0111183,0.269231,0.0059497,-0.999952,0.00773084,-0.118394,3.95711e-05,-0.0787669,-0.118909,-0.00518388,0.0570175,0.0164642,0.158869,0.987162,-0.251241,0.00373236,0.00488856,0.0615319,0.244525,0.196825,-0.0150464,-0.15775,0.987365,0.241991,0.00363479,0.00124065,0.0597367,-0.235525,0.245595,0.379862,0.363137,0.95597,1.36879,1.09505,0.800014,0.558742,0.512443,0.436327,0.404664,0.917137,0.927433,0.573841,0.0510374,0.999883,0.158325,0.999491,1.09035,1.07824,0.988898,
2562,482,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0.819025,0.573757,-0.000566657,-0.540123,0.0269293,0.620197,0.0560671,0.00483612,0.0344828,0.998999,-0.0445459,0.00412854,0.619364,0.0175167,-0.617265,0.0615771,0.00618409,0.178191,-0.0123878,-0.999921,-0.00207423,0.252492,0.000757179,-0.0422626,0.25302,0.00770433,0.280488,0.00981535,-0.999949,0.00239065,-0.118482,1.54988e-05,-0.0702868,-0.119158,0.00802554,0.0610329,0.0169049,0.159568,0.987042,-0.251382,0.00383628,0.00843221,0.0578405,0.245187,0.196774,-0.0155027,-0.162348,0.986612,0.241972,0.00383992,0.00412538,0.0606526,-0.23521,0.171111,0.384465,0.36015,0.936759,1.36303,1.09531,0.803585,0.561142,0.512013,0.435095,0.403548,0.912448,0.927496,0.565691,0.0543498,0.999754,0.160978,0.999461,1.09595,1.07817,0.983776,
2563,464,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0.788321,0.615263,0.00111526,-0.534877,0.0187517,0.640476,0.0487333,-0.0069227,0.0390335,0.996968,-0.0754862,-0.0188616,0.655628,0.0184523,-0.652885,0.0613998,0.0046292,0.250545,-0.0238686,-0.999714,0.00131449,0.265876,0.000517316,-0.0699867,0.267619,-0.00320902,0.160788,0.00261019,-0.999996,-0.000620536,-0.148116,2.02349e-05,-0.0298913,-0.148216,0.0353605,0.109442,0.0190858,0.125713,0.991883,-0.269804,0.00331519,-0.00426009,0.0483895,0.265961,0.419862,-0.00788962,-0.120266,0.99271,0.274388,0.00341495,-0.00218993,0.0485262,-0.270542,0.414563,0.430921,0.401345,0.931367,1.46145,1.11655,0.764,0.603796,0.563074,0.496058,0.472288,0.932556,0.952083,0.613204,0.0781021,0.999649,0.123002,0.99963,1.07232,1.05033,0.97949,
2564,341,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0.859538,0.511043,-0.005398,-0.485937,0.0184286,0.533808,0.052953,-0.00888436,0.056962,0.999881,-0.0113044,-0.0104728,0.545159,0.0131316,-0.544388,0.0620221,0.0128693,0.132992,-0.0201897,-0.999749,0.0097573,0.268276,0.000658683,-0.061866,0.269591,-0.000263208,0.218487,0.00200078,-0.999997,0.00150416,-0.140456,2.35939e-05,0.0174588,-0.140398,0.0155954,0.115108,0.0374694,0.120678,0.991984,-0.246147,0.00312523,0.00055285,0.0495196,0.24209,0.455294,0.0110595,-0.121479,0.992532,0.244472,0.00331564,-0.00688968,0.0515315,-0.239928,0.434368,0.420943,0.399606,0.949312,1.19504,0.95313,0.797572,0.543436,0.511099,0.440618,0.420084,0.940496,0.953398,0.509329,0.0133056,0.999754,0.121124,0.999646,1.06327,1.04888,0.986467,
2565,339,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0.822996,0.567998,0.00747243,-0.514978,0.0247537,0.596278,0.0425371,0.0109536,0.0317164,0.997705,-0.0654145,0.0174802,0.607082,0.0148019,-0.604558,0.0555312,-0.0159496,0.260965,-0.0185247,-0.999821,0.00377828,0.256725,0.000795378,-0.0545416,0.257762,-0.00505016,0.212719,0.00298546,-0.999994,0.00194074,-0.140876,2.04113e-05,0.0298244,-0.140803,-0.00803336,0.0827586,0.00149366,0.144626,0.989485,-0.277406,0.00472456,0.00279946,0.0488659,0.273207,0.118077,-0.0367001,-0.133637,0.990351,0.279663,0.00422083,0.00426258,0.0473031,-0.275847,0.297468,0.410329,0.387883,0.945296,1.3392,1.04531,0.780546,0.626583,0.573829,0.510193,0.475329,0.915808,0.931664,0.565554,0.0684032,0.999769,0.139178,0.999257,1.09193,1.07335,0.98298,
2566,339,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0.825642,0.56411,0.00977339,-0.516258,0.025181,0.59312,0.0468894,0.0104404,0.0241636,0.997205,-0.0730528,0.0156928,0.607122,0.0146708,-0.604527,0.055742,-0.0135896,0.247826,-0.0179305,-0.999832,0.00375212,0.256581,0.00077501,-0.0573998,0.257627,-0.00717217,0.193157,0.00358895,-0.999993,0.000856131,-0.140611,2.48342e-05,0.0395291,-0.140484,-0.0157813,0.10299,0.00357821,0.140216,0.990114,-0.276272,0.004982,0.00463594,0.0472371,0.272324,0.164779,-0.0328718,-0.148353,0.988388,0.279483,0.00507816,-0.00482966,0.0496053,-0.275481,0.15229,0.409885,0.387449,0.945261,1.33875,1.04482,0.78045,0.626227,0.575471,0.505543,0.472479,0.91895,0.934597,0.56117,0.0766407,0.999768,0.144325,0.999321,1.0882,1.06998,0.983258,
2567,459,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0.864467,0.502682,0.00271922,-0.532542,0.0228083,0.590405,0.0440461,0.00588504,0.0237154,0.998239,-0.059013,0.0060931,0.598266,0.0178675,-0.596111,0.0539414,-0.00352216,0.229911,-0.0167751,-0.999858,0.00152071,0.262497,0.000811859,-0.0601373,0.263553,0.00601389,0.106243,0.00212755,-0.999996,0.00166722,-0.150426,1.89001e-05,0.0438324,-0.150312,0.0129916,0.0946746,-0.00211357,0.115309,0.993327,-0.267571,0.00396418,0.00298179,0.0469615,0.263923,0.370331,-0.0178765,-0.122979,0.992248,0.265007,0.00400779,-0.0043117,0.0448293,-0.261599,0.449838,0.423986,0.404113,0.953129,1.31093,1.05131,0.801956,0.582509,0.561013,0.480334,0.467867,0.963097,0.974046,0.500844,0.0611378,0.999821,0.119153,0.999874,1.03832,1.02665,0.98876,
2568,324,0,4,2,0,1,2,0,0,0,0,0,0,0,0,0.812309,0.583224,-0.00181056,-0.495123,0.0206891,0.573127,0.050689,-0.00170938,0.063197,0.994137,-0.108001,-0.0051504,0.58373,0.0203143,-0.58067,0.059679,0.00367032,0.160521,-0.0182228,-0.999812,0.00668833,0.273462,0.000849881,-0.059101,0.274585,-0.000844008,0.195184,0.00089965,-0.99999,0.00429747,-0.135946,4.13214e-05,0.0312962,-0.135862,0.0132951,0.0295455,0.0104355,0.173462,0.984785,-0.264723,0.00431979,-0.0094551,0.052747,0.259622,0.428112,-0.00757818,-0.163575,0.986502,0.264594,0.00504595,-0.00254756,0.0462057,-0.260573,0.434225,0.420096,0.401446,0.955604,1.30867,0.975153,0.745149,0.594699,0.570375,0.4502,0.438458,0.959099,0.973918,0.582494,0.108896,0.999817,0.168527,0.999833,1.04265,1.02678,0.984784,
2569,521,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0.854704,0.519058,0.00770812,-0.538124,0.0197432,0.598275,0.0515364,0.00331784,0.0209125,0.994905,-0.100399,-0.0091351,0.601624,0.015593,-0.598381,0.0626857,-0.00019168,0.272921,-0.0160841,-0.999711,-0.0178664,0.273608,0.00109223,-0.0465809,0.274329,0.00602172,0.119227,0.00637079,-0.999892,-0.013217,-0.1414,3.20823e-05,-0.0264098,-0.141586,0.000186567,0.0598504,0.010164,0.128065,0.991714,-0.276275,0.00355894,0.00155986,0.0499173,0.272122,0.286307,-0.0129978,-0.136935,0.990495,0.279596,0.0034988,-0.00318998,0.0517543,-0.275166,0.429025,0.428001,0.404546,0.945198,1.33215,1.04426,0.78389,0.614239,0.580815,0.498725,0.478802,0.945586,0.960052,0.513617,0.10674,0.999748,0.132505,0.999727,1.05755,1.04161,0.984932,
2570,521,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0.858083,0.513499,0.00360352,-0.538966,0.0198212,0.595562,0.0543888,-0.00104706,0.0374532,0.995995,-0.089155,-0.00678079,0.599981,0.0157122,-0.59704,0.0600511,-0.00318695,0.253112,-0.0161684,-0.999768,-0.0142379,0.273873,0.00116188,-0.04557,0.274624,0.00347555,0.120341,0.00837393,-0.999893,-0.0119996,-0.140978,2.41013e-05,-0.0101921,-0.14099,-0.00734762,0.0805195,0.0103633,0.121287,0.992563,-0.275796,0.00363459,0.00243297,0.0495121,0.271787,0.353125,-0.0144258,-0.140717,0.989945,0.279409,0.00350892,-0.00460539,0.0517543,-0.274958,0.439537,0.429049,0.403377,0.940165,1.32447,1.0459,0.78967,0.614112,0.578051,0.499656,0.477973,0.94128,0.956603,0.506298,0.0974951,0.999699,0.131018,0.999687,1.06238,1.04537,0.983981,
